universe.size,Cycle breaking,Grounding,answer,number.of.independent.pairs,instance,proportion.probabilistic,Propagating evidence,domain.size,Clark's completion,Total time,number.of.facts,number.of.variables,maximum.arity,number.of.predicates,DSharp compilation,maximum.number.of.nodes
30100,0.0000,0.0018,1,0,8,0.5,0.0000,100,0.0000,0.5927,1000,4,2,4,0.0006,2
240400,,0.0050,,4,7,0.75,0.0000,200,,0.1484,1000,8,2,8,,8
16080800,,0.0019,,15,9,0.75,0.0000,200,,0.3008,1000,4,3,8,,4
60200,0.0001,0.0009,0.9,19,1,0.5,0.0000,100,0.0000,8.2180,45150.0,2,2,8,0.0004,2
960800,,0.0279,,1,4,0.5,0.0000,400,,1.3555,10000,8,2,8,,2
20200,,0.0135,,6,2,0.75,0.0000,100,,1.5518,10000,4,2,4,,4
2000000,0.0001,0.0022,0.4,1,2,0.75,0.0000,100,0.0000,28.0701,100000,2,3,2,0.0005,4
641600,0.0001,0.0016,0.1,26,9,0.75,0.0000,400,0.0000,0.1071,1000,2,2,8,0.0004,8
128000800,0.0002,0.0025,0.2,1,4,0.25,0.0000,400,0.0000,0.1676,1000,4,3,4,0.0006,4
120200,0.0001,0.0021,1,0,7,0.25,0.0000,200,0.0000,13.0700,90150.0,4,2,4,0.0007,2
400,0.0000,0.0022,1,5,3,0.75,0.0000,100,0.0000,0.0493,300.0,4,1,4,0.0004,2
1020100,0.0000,0.0012,1,6,8,0.25,0.0000,100,0.0000,0.1703,1000,4,3,4,0.0004,8
5010200,0.0001,0.0028,0.5,3,5,0.75,0.0000,100,0.0001,31.9060,100000,4,3,8,0.0008,2
3200,,0.0073,,12,4,0.75,0.0000,400,,0.1805,1000,2,1,8,,4
8080200,,0.0042,,6,7,0.5,0.0000,200,,0.2163,1000,4,3,4,,8
240400,,0.0623,,12,7,0.25,0.0000,200,,15.7590,100000,8,2,8,,2
3200,,0.0095,,1,1,0.5,0.0000,400,,0.5470,2400.0,8,1,8,,2
24160200,0.0000,0.0014,1,23,8,0.5,0.0000,200,0.0000,0.3309,1000,2,3,8,0.0005,4
1600,0.0000,0.0023,1,15,5,0.75,0.0000,200,0.0000,0.1697,1000,8,1,8,0.0004,8
24040800,,0.0048,,3,6,0.75,0.0000,200,,0.2173,1000,4,3,8,,2
24000200,,0.0271,,1,3,0.25,0.0000,200,,3.0323,10000,8,3,4,,4
64000400,0.0000,0.0018,1,1,5,0.25,0.0000,400,0.0000,0.0970,1000,2,3,2,0.0003,4
4010300,0.0001,0.0008,0.6,27,6,0.75,0.0000,100,0.0000,2.4248,10000,4,3,8,0.0004,2
1600,,0.0030,,12,3,0.5,0.0000,200,,0.0790,1000,2,1,8,,4
81200,,0.0026,,8,8,0.5,0.0000,200,,0.0881,1000,4,2,8,,8
20200,0.0001,0.0015,0.8,6,1,0.75,0.0000,100,0.0000,2.2032,15150.0,4,2,4,0.0006,4
120200,0.0000,0.0011,1,4,0,0.25,0.0000,200,0.0000,0.1548,1000,4,2,4,0.0004,8
3010400,0.0003,0.0065,0.8,15,3,0.75,0.0001,100,0.0002,2.9901,10000,4,3,8,0.0027,4
40000,0.0004,0.0034,0.2,4,1,0.25,0.0000,100,0.0000,0.1851,1000,4,2,4,0.0005,8
32040600,0.0001,0.0012,0.3,12,5,0.75,0.0000,200,0.0000,0.2181,1000,4,3,8,0.0005,8
16120600,0.0000,0.0013,1,27,2,0.25,0.0000,200,0.0000,2.1300,10000,4,3,8,0.0005,2
1600,,0.0063,518.,20,1,0.5,0.0000,200,,0.1864,1200.0,8,1,8,,8
32120200,0.0002,0.0026,0.3,28,9,0.75,0.0000,200,0.0001,28.5125,100000,2,3,8,0.0008,2
960800,,0.1187,,9,1,0.5,0.0000,400,,20.5282,100000,4,2,8,,8
24040000,0.0000,0.0015,1,1,2,0.5,0.0000,200,0.0000,2.7732,10000,8,3,4,0.0004,4
3200,,0.0086,,3,1,0.5,0.0000,400,,0.6347,2400.0,4,1,8,,8
32120200,0.0000,0.0011,1,15,2,0.5,0.0000,200,0.0000,2.1235,10000,4,3,8,0.0004,4
60200,0.0000,0.0010,1,9,1,0.75,0.0000,100,0.0000,6.9288,45150.0,4,2,8,0.0003,8
4020200,0.0001,0.0022,1,23,0,0.75,0.0000,100,0.0000,0.3791,1000,2,3,8,0.0007,4
40400,0.0001,0.0019,1,1,7,0.5,0.0000,100,0.0000,0.3114,1000,8,2,8,0.0007,2
24120400,0.0001,0.0015,0.3,3,2,0.5,0.0000,200,0.0000,24.1363,100000,4,3,8,0.0006,2
32040600,0.0000,0.0010,1,27,6,0.5,0.0000,200,0.0000,0.1161,1000,4,3,8,0.0004,2
120200,,0.0442,,0,2,0.75,0.0000,200,,2.0833,10000,4,2,4,,2
3010400,0.0001,0.0014,0.5,15,8,0.25,0.0000,100,0.0000,2.4176,10000,4,3,8,0.0004,4
1600,,0.0031,,11,0,0.75,0.0000,200,,0.1858,1200.0,8,1,8,,4
3200,0.0004,0.0040,0.7,20,6,0.5,0.0000,400,0.0001,0.5901,2400.0,8,1,8,0.0008,8
960800,0.0001,0.0017,0.2,27,5,0.75,0.0000,400,0.0000,1.6179,10000,2,2,8,0.0003,2
256640000,0.0001,0.0034,0.4,12,4,0.75,0.0000,400,0.0000,1.2619,10000,4,3,8,0.0006,8
5020100,0.0001,0.0017,0.2,28,3,0.75,0.0000,100,0.0000,22.3011,100000,2,3,8,0.0005,2
30100,0.0000,0.0022,1,6,0,0.5,0.0000,100,0.0000,4.0187,22575.0,4,2,4,0.0007,4
24040800,0.0000,0.0019,1,8,2,0.25,0.0000,200,0.0000,0.1999,1000,2,3,8,0.0006,4
1050200,,37.5550,,12,3,0.5,0.0000,100,,60.0002,100000,4,3,8,,8
1600,0.0001,0.0050,1,5,2,0.25,0.0001,400,0.0000,0.2884,1000,2,1,4,0.0008,4
256320800,0.0000,0.0012,1,23,1,0.5,0.0000,400,0.0000,1.7942,10000,8,3,8,0.0004,2
384320000,0.0001,0.0017,0.1,23,3,0.25,0.0000,400,0.0000,19.8891,100000,8,3,8,0.0006,2
3200,,0.0058,,3,1,0.75,0.0000,400,,0.1680,1000,4,1,8,,8
32080400,0.0000,0.0012,1,27,8,0.5,0.0000,200,0.0000,1.9497,10000,4,3,8,0.0004,2
3200,,0.0054,,3,1,0.75,0.0000,400,,0.2686,2400.0,4,1,8,,8
192160000,0.0001,0.0074,1,1,7,0.25,0.0000,400,0.0000,3.4809,10000,8,3,4,0.0006,4
80000,0.0001,0.0009,0.2,0,1,0.5,0.0000,200,0.0000,1.1755,10000,4,2,2,0.0003,2
8160600,0.0003,0.0037,0.5,15,7,0.5,0.0000,200,0.0002,1.9071,10000,2,3,8,0.0021,4
1600,,0.0022,,10,6,0.75,0.0000,200,,0.1037,1000,4,1,8,,8
256320800,0.0000,0.0012,1,1,0,0.5,0.0000,400,0.0000,36.4315,100000,4,3,8,0.0003,8
16080000,0.0001,0.0009,0.8,6,0,0.75,0.0000,200,0.0000,0.1370,1000,4,3,4,0.0004,8
120200,0.0001,0.0008,0.8,0,8,0.5,0.0000,200,0.0000,1.0516,10000,4,2,4,0.0003,2
160800,0.0001,0.0015,0.1,4,1,0.75,0.0000,200,0.0000,20.3243,100000,8,2,8,0.0005,8
16120600,0.0001,0.0016,0.1,27,7,0.75,0.0000,200,0.0000,29.2773,100000,4,3,8,0.0005,2
60200,0.0001,0.0032,1,1,9,0.5,0.0000,100,0.0000,0.2300,1000,8,2,8,0.0005,2
256161200,0.0001,0.0015,0.4,28,5,0.5,0.0001,400,0.0000,30.8274,100000,2,3,8,0.0005,2
800,,0.0047,,6,8,0.75,0.0000,100,,0.1045,600.0,2,1,8,,8
128162000,0.0001,0.0013,0.1,21,5,0.75,0.0000,400,0.0000,0.1844,1000,4,3,8,0.0005,2
960800,0.0000,0.0023,1,27,6,0.5,0.0000,400,0.0000,2.3716,10000,2,2,8,0.0004,2
2020000,0.0001,0.0015,0.2,1,2,0.25,0.0000,100,0.0000,1.6705,10000,4,3,4,0.0006,4
10700,0.0001,0.0014,0.5,19,9,0.5,0.0000,100,0.0000,0.1539,1000,2,2,8,0.0006,2
24040800,,0.0028,,15,3,0.5,0.0000,200,,0.0976,1000,4,3,8,,4
1600,,59.9240,,9,8,0.5,0.0000,200,,60.0002,1000,2,1,8,,4
16080800,0.0000,0.0014,1,22,6,0.25,0.0000,200,0.0000,20.0174,100000,2,3,8,0.0004,2
256640000,0.0001,0.0010,0.8,21,0,0.75,0.0000,400,0.0000,2.1196,10000,4,3,8,0.0004,2
4010300,0.0001,0.0012,0.8,8,6,0.75,0.0000,100,0.0000,0.1451,1000,2,3,8,0.0008,4
3200,,0.0029,,10,5,0.75,0.0000,400,,0.2354,2400.0,4,1,8,,8
800,,59.9511,,11,5,0.25,0.0000,100,,60.0002,600.0,8,1,8,,4
6000200,0.0002,0.0022,0.4,15,5,0.25,0.0000,100,0.0000,2.9422,10000,2,3,8,0.0006,4
24120400,0.0001,0.0014,0.4,8,9,0.5,0.0000,200,0.0000,0.2394,1000,2,3,8,0.0005,4
200600,0.0000,0.0015,1,16,9,0.25,0.0000,200,0.0000,17.1823,100000,4,2,8,0.0005,2
3200,,0.0026,,6,6,0.25,0.0000,400,,0.1999,2400.0,2,1,8,,8
40400,0.0061,0.0183,0.6,17,3,0.75,0.0000,100,0.0028,1.4329,10000,2,2,8,0.0194,4
40400,0.0000,0.0026,1,9,2,0.25,0.0000,100,0.0000,6.9495,30300.0,4,2,8,0.0006,8
40080200,0.0000,0.0011,1,15,7,0.25,0.0000,200,0.0000,0.2715,1000,4,3,8,0.0004,4
801200,0.0002,0.0020,1,16,6,0.25,0.0000,400,0.0000,2.0914,10000,4,2,8,0.0006,2
24000200,,0.5906,,1,3,0.5,0.0000,200,,45.7168,100000,8,3,4,,4
160800,0.0000,0.0014,1,20,2,0.25,0.0000,200,0.0000,0.1828,1000,8,2,8,0.0005,8
50300,,0.0349,,20,3,0.25,0.0000,100,,1.0870,10000,8,2,8,,8
40080200,,0.0022,,17,0,0.75,0.0000,200,,0.1593,1000,8,3,8,,4
801200,0.0001,0.0011,1,27,0,0.5,0.0000,400,0.0000,15.0704,100000,2,2,8,0.0004,2
30500,0.0000,0.0011,1,17,4,0.25,0.0000,100,0.0000,0.1393,1000,2,2,8,0.0004,4
4010300,0.0001,0.0020,0.7,27,3,0.5,0.0000,100,0.0000,28.8969,100000,4,3,8,0.0005,2
60200,0.0001,0.0045,0.6,27,8,0.75,0.0000,100,0.0000,7.0278,45150.0,2,2,8,0.0008,2
200600,0.0001,0.0023,1,19,2,0.75,0.0000,200,0.0000,23.9419,100000,2,2,8,0.0007,2
256640000,0.0000,0.0020,1,21,0,0.25,0.0000,400,0.0000,2.0179,10000,4,3,8,0.0007,2
801200,0.0001,0.0014,0.2,16,6,0.5,0.0000,400,0.0000,18.6289,100000,4,2,8,0.0005,2
800,0.0001,0.0044,1,12,3,0.5,0.0000,100,0.0000,0.1114,600.0,2,1,8,0.0007,4
64160000,0.0001,0.0047,1,1,8,0.25,0.0000,400,0.0000,0.3406,1000,2,3,2,0.0007,4
160800,0.0000,0.0012,1,26,9,0.25,0.0000,200,0.0000,1.7522,10000,2,2,8,0.0004,8
192480800,0.0001,0.0012,0.3,8,1,0.75,0.0000,400,0.0000,28.9220,100000,2,3,8,0.0005,4
800,,0.0050,,5,6,0.5,0.0000,100,,0.1094,600.0,4,1,8,,2
641600,0.0001,0.0013,0.1,17,5,0.25,0.0000,400,0.0000,2.3882,10000,2,2,8,0.0005,4
4020200,,0.0742,,23,9,0.5,0.0000,100,,19.0764,100000,8,3,8,,2
40400,,0.0065,,20,0,0.75,0.0000,100,,0.1112,1000,8,2,8,,8
200600,0.0001,0.0013,0.8,8,6,0.75,0.0000,200,0.0000,23.8969,100000,4,2,8,0.0005,8
192480800,0.0001,0.0014,0.1,28,2,0.75,0.0000,400,0.0000,28.6696,100000,2,3,8,0.0005,2
30500,0.0001,0.0037,1,27,7,0.75,0.0000,100,0.0000,0.3195,1000,2,2,8,0.0008,2
1600,,0.0070,,9,9,0.75,0.0000,200,,0.3436,1200.0,4,1,8,,4
800,,0.0048,,9,8,0.75,0.0000,100,,0.0920,600.0,4,1,8,,4
192160000,0.0001,0.0021,0.7,1,7,0.75,0.0000,400,0.0000,3.0776,10000,8,3,4,0.0007,4
320160800,0.0001,0.0022,0.2,3,5,0.5,0.0000,400,0.0000,2.3388,10000,4,3,8,0.0007,2
3200,,0.0055,,12,1,0.75,0.0000,400,,0.1535,1000,2,1,8,,4
2050100,,0.3671,,3,4,0.75,0.0000,100,,29.8539,100000,4,3,8,,2
3200,,0.0066,,22,6,0.25,0.0000,400,,0.2271,1000,8,1,8,,8
50300,0.0001,0.0038,1,26,7,0.25,0.0000,100,0.0000,0.2889,1000,2,2,8,0.0007,8
128481200,0.0000,0.0012,1,17,6,0.25,0.0000,400,0.0000,0.1666,1000,8,3,8,0.0004,4
70100,0.0001,0.0472,0.8,26,5,0.25,0.0000,100,0.0000,2.0003,10000,2,2,8,0.0008,8
3200,,0.0064,,5,2,0.75,0.0000,400,,0.5297,2400.0,8,1,8,,2
24080600,0.0001,0.0321,1,15,1,0.5,0.0000,200,0.0000,0.2129,1000,8,3,8,0.0004,4
641600,0.0000,0.0009,1,17,7,0.5,0.0000,400,0.0000,20.3772,100000,2,2,8,0.0003,4
5020100,0.0004,0.0085,0.55,3,1,0.75,0.0000,100,0.0001,0.2637,1000,4,3,8,0.0151,2
960800,0.0000,0.0008,1,4,7,0.5,0.0000,400,0.0000,1.5022,10000,8,2,8,0.0003,8
16000400,,0.0020,,1,6,0.75,0.0000,200,,0.1220,1000,8,3,4,,4
16000400,0.0000,0.0011,1,1,4,0.25,0.0000,200,0.0000,0.1050,1000,4,3,4,0.0005,4
482000,0.0000,0.0009,1,1,1,0.25,0.0000,400,0.0000,12.5437,100000,8,2,8,0.0003,2
482000,0.0001,0.0014,0.2,9,8,0.75,0.0000,400,0.0000,0.1688,1000,4,2,8,0.0006,8
30500,0.0001,0.0009,0.5,1,1,0.75,0.0000,100,0.0000,1.4254,10000,8,2,8,0.0004,2
800,,0.0018,,6,7,0.5,0.0000,100,,0.0508,600.0,2,1,8,,8
50300,0.0000,0.0015,1,16,0,0.25,0.0000,100,0.0000,0.0892,1000,4,2,8,0.0003,2
1600,,0.0020,,5,7,0.5,0.0000,200,,0.0928,1200.0,4,1,8,,2
3020300,0.0000,0.0015,1,15,6,0.25,0.0000,100,0.0000,1.7416,10000,2,3,8,0.0005,4
1600,,0.0026,,22,1,0.5,0.0000,200,,0.0786,1000,8,1,8,,8
1600,,0.0020,,22,7,0.75,0.0000,200,,0.0875,1000,8,1,8,,8
280200,0.0001,0.0016,0.7,9,4,0.75,0.0000,200,0.0000,18.5514,100000,4,2,8,0.0006,8
3200,0.0000,0.0014,1,6,3,0.5,0.0000,400,0.0000,0.1589,2400.0,2,1,8,0.0003,8
192321200,0.0001,0.0009,0.7,28,1,0.25,0.0000,400,0.0000,0.0941,1000,2,3,8,0.0004,2
8000200,0.0002,0.0015,0.7,1,7,0.75,0.0000,200,0.0000,1.4639,10000,2,3,2,0.0006,4
1600,0.0000,0.0027,1,11,9,0.75,0.0000,200,0.0000,0.1971,1200.0,8,1,8,0.0006,4
3200,,0.0034,,22,9,0.75,0.0000,400,,0.1507,1000,8,1,8,,8
128481200,0.0000,0.0012,1,8,0,0.25,0.0000,400,0.0000,21.3995,100000,2,3,8,0.0004,4
800,,0.0031,,15,6,0.75,0.0000,100,,0.0933,600.0,8,1,8,,8
160800,,0.0020,,17,9,0.5,0.0000,200,,1.6533,10000,2,2,8,,4
128320000,,0.0024,,6,1,0.25,0.0000,400,,0.1042,1000,4,3,4,,8
800,0.0002,0.0016,0.6,1,5,0.75,0.0000,400,0.0000,0.0539,600.0,8,1,2,0.0004,8
40040400,0.0001,0.0015,0.8,15,4,0.75,0.0000,200,0.0000,1.6133,10000,8,3,8,0.0006,4
16120600,0.0001,0.0019,0.1,8,4,0.5,0.0000,200,0.0000,22.4498,100000,2,3,8,0.0007,4
800,0.0000,0.0021,1,15,0,0.75,0.0000,100,0.0000,0.0905,600.0,8,1,8,0.0004,8
24000200,0.0000,0.0014,1,1,3,0.25,0.0000,200,0.0000,0.1864,1000,4,3,4,0.0005,4
256161200,0.0001,0.0018,0.6,28,5,0.75,0.0000,400,0.0000,28.6564,100000,2,3,8,0.0005,2
128800400,0.0000,0.0063,1,3,7,0.25,0.0000,400,0.0000,0.2215,1000,4,3,8,0.0007,2
8040000,0.0000,0.0009,1,1,1,0.5,0.0000,200,0.0000,1.7554,10000,2,3,2,0.0003,4
192480800,0.0000,0.0008,1,28,2,0.5,0.0000,400,0.0000,1.2431,10000,2,3,8,0.0003,2
24040800,0.0002,0.0026,0.3,23,9,0.75,0.0000,200,0.0001,0.2048,1000,2,3,8,0.0006,4
1600,0.0000,0.0043,1,22,2,0.5,0.0000,200,0.0000,0.1486,1000,8,1,8,0.0005,8
400,,0.0042,,1,3,0.75,0.0000,200,,0.0521,300.0,8,1,2,,8
80400,0.0000,0.0011,1,4,7,0.25,0.0000,200,0.0000,0.8350,10000,4,2,4,0.0003,8
20000,,0.0340,,0,3,0.5,0.0000,100,,1.9603,15000.0,4,2,2,,2
1010200,0.0001,0.0010,0.5,1,0,0.75,0.0000,100,0.0000,1.4108,10000,4,3,4,0.0004,4
60200,0.0001,0.0023,1,26,8,0.75,0.0000,100,0.0000,9.3308,45150.0,2,2,8,0.0007,8
200600,0.0001,0.0014,0.4,8,0,0.5,0.0000,200,0.0000,2.0756,10000,4,2,8,0.0007,8
800,,0.0105,218.,3,3,0.5,0.0000,100,,0.1658,600.0,4,1,8,,8
160800,0.0000,0.0013,1,17,9,0.5,0.0000,200,0.0000,22.3766,100000,2,2,8,0.0004,4
801200,0.0000,0.0024,1,16,9,0.5,0.0000,400,0.0000,2.5258,10000,4,2,8,0.0004,2
24120400,0.0001,0.0023,0.7,8,7,0.75,0.0000,200,0.0000,2.6493,10000,2,3,8,0.0007,4
20200,,0.1158,,6,6,0.5,0.0000,100,,3.1695,15150.0,4,2,4,,4
60200,0.0001,0.0012,0.1,4,7,0.75,0.0000,100,0.0000,1.8160,10000,8,2,8,0.0005,8
960800,,0.1006,,12,7,0.25,0.0000,400,,19.9379,100000,8,2,8,,2
64320400,,58.1125,,6,8,0.25,0.0000,400,,60.0004,10000,4,3,4,,8
3000100,0.0000,0.0024,1,6,5,0.25,0.0000,100,0.0000,0.2643,1000,4,3,4,0.0003,8
800,,0.0027,,10,3,0.5,0.0000,100,,0.0920,600.0,4,1,8,,8
4010300,0.0000,0.0012,1,28,5,0.75,0.0000,100,0.0000,0.2248,1000,2,3,8,0.0005,2
160800,,0.0219,422.,20,0,0.75,0.0000,200,,2.8976,10000,8,2,8,,8
32000800,0.0000,0.0015,1,15,5,0.25,0.0000,200,0.0000,1.3431,10000,8,3,8,0.0005,4
20200,,0.0045,,0,9,0.5,0.0000,100,,0.1763,1000,4,2,4,,2
3200,0.0000,0.0035,1,9,1,0.25,0.0000,400,0.0000,0.2724,2400.0,4,1,8,0.0005,4
64320400,0.0000,0.0010,1,1,8,0.25,0.0000,400,0.0000,0.0916,1000,4,3,4,0.0003,4
32120200,0.0000,0.0017,1,3,9,0.25,0.0000,200,0.0000,3.4884,10000,4,3,8,0.0005,2
32160000,0.0001,0.0021,0.5,12,4,0.5,0.0000,200,0.0000,0.3276,1000,4,3,8,0.0006,8
256320800,,0.0203,,12,8,0.25,0.0000,400,,0.4302,1000,4,3,8,,8
1600,0.0001,0.0035,0.6,22,9,0.5,0.0000,200,0.0000,0.4241,1200.0,8,1,8,0.0006,8
3200,0.0001,0.0035,1,3,4,0.25,0.0000,400,0.0000,0.4161,2400.0,4,1,8,0.0005,8
1010200,0.0000,0.0025,1,6,9,0.25,0.0000,100,0.0000,3.0014,10000,4,3,4,0.0006,8
160800,,0.0060,,19,8,0.75,0.0000,200,,0.2931,1000,2,2,8,,2
1600,0.0003,0.0022,0.9,5,5,0.75,0.0000,400,0.0001,0.2524,1200.0,4,1,4,0.0014,2
16200200,0.0000,0.0012,1,23,5,0.5,0.0000,200,0.0000,3.5668,10000,2,3,8,0.0004,4
3200,,0.0077,,9,3,0.25,0.0001,400,,0.2852,2400.0,2,1,8,,4
800,,0.0055,,6,9,0.25,0.0000,100,,0.0794,600.0,2,1,8,,8
70100,0.0001,0.0014,0.5,26,5,0.75,0.0000,100,0.0000,2.7657,10000,2,2,8,0.0005,8
48040200,0.0000,0.0019,1,23,6,0.75,0.0000,200,0.0001,4.6635,10000,8,3,8,0.0005,2
80000,,0.0730,,1,6,0.25,0.0000,100,,15.8301,60000.0,8,2,8,,2
4030100,0.0001,0.0019,0.9,28,9,0.25,0.0001,100,0.0000,0.2754,1000,2,3,8,0.0007,2
240400,0.0001,0.0013,0.4,12,1,0.5,0.0000,200,0.0000,33.0610,100000,8,2,8,0.0005,2
192321200,0.0004,0.0046,0.4,17,7,0.5,0.0000,400,0.0001,0.3061,1000,8,3,8,0.0009,4
1600,,59.7618,,20,6,0.25,0.0000,200,,60.0002,1200.0,8,1,8,,8
1600,,0.0067,,11,5,0.25,0.0000,200,,0.2616,1000,8,1,8,,4
8200400,0.0001,0.0010,0.1,12,3,0.5,0.0000,200,0.0000,2.8552,10000,4,3,8,0.0004,8
800,0.0000,0.0027,1,6,6,0.25,0.0000,100,0.0000,0.1291,600.0,2,1,8,0.0005,8
128481200,0.0000,0.0033,1,15,2,0.25,0.0000,400,0.0000,0.2976,1000,2,3,8,0.0005,4
6000200,0.0001,0.0013,0.2,15,5,0.75,0.0000,100,0.0000,42.0584,100000,2,3,8,0.0004,4
3200,,0.0087,,22,1,0.5,0.0000,400,,0.5089,2400.0,8,1,8,,8
1600,,0.0072,,11,5,0.5,0.0000,200,,0.2460,1200.0,8,1,8,,4
1600,,0.0118,,8,7,0.5,0.0002,200,,0.2983,1000,8,1,8,,8
801200,0.0000,0.0010,1,27,4,0.25,0.0000,400,0.0000,2.6054,10000,2,2,8,0.0004,2
640000,0.0000,0.0018,1,4,3,0.75,0.0000,400,0.0000,0.4206,1000,4,2,4,0.0006,8
160800,0.0003,0.0036,0.92,17,8,0.25,0.0000,200,0.0001,27.5132,100000,2,2,8,0.0298,4
80400,,0.0035,,6,1,0.75,0.0000,200,,0.2706,1000,4,2,4,,4
256161200,0.0000,0.0015,1,27,1,0.5,0.0000,400,0.0000,0.2845,1000,4,3,8,0.0005,2
24120400,0.0002,0.0015,0.3,17,5,0.75,0.0000,200,0.0000,0.3107,1000,8,3,8,0.0006,4
240400,0.0000,0.0018,1,4,7,0.5,0.0000,200,0.0000,31.0546,100000,8,2,8,0.0006,8
3200,0.0000,0.0036,1,3,5,0.5,0.0000,400,0.0000,0.4831,2400.0,4,1,8,0.0004,8
480400,0.0001,0.0014,0.6,6,7,0.75,0.0000,400,0.0000,0.2827,1000,4,2,4,0.0005,4
3050000,0.0000,0.0011,1,15,9,0.75,0.0000,100,0.0000,0.2558,1000,2,3,8,0.0003,4
30100,,0.0032,,4,8,0.25,0.0000,100,,0.2349,1000,4,2,4,,8
384320000,0.0000,0.0025,1,23,3,0.5,0.0000,400,0.0000,36.5187,100000,8,3,8,0.0006,2
960800,0.0001,0.0058,0.3,1,8,0.5,0.0001,400,0.0000,3.0484,10000,8,2,8,0.0005,2
81200,,0.0112,,20,9,0.5,0.0000,200,,0.2419,1000,8,2,8,,8
2010500,0.0001,0.0013,1,15,0,0.25,0.0000,100,0.0000,3.3745,10000,2,3,8,0.0004,4
1000300,0.0001,0.0076,0.1,1,9,0.5,0.0001,100,0.0000,2.9483,10000,8,3,4,0.0004,4
4000400,0.0001,0.0018,0.6,15,5,0.75,0.0000,100,0.0000,46.8332,100000,8,3,8,0.0004,4
16120600,0.0001,0.0021,0.9,23,3,0.5,0.0000,200,0.0000,43.0163,100000,2,3,8,0.0007,4
24001000,0.0000,0.0015,1,23,0,0.5,0.0000,200,0.0000,0.3190,1000,8,3,8,0.0005,2
1120400,0.0003,0.0053,1,26,3,0.25,0.0000,400,0.0093,2.7098,10000,2,2,8,0.0006,8
1600,0.0000,0.0040,1,5,8,0.25,0.0000,200,0.0000,0.1961,1000,4,1,8,0.0005,2
50300,,0.0329,,8,5,0.5,0.0000,100,,14.9208,37725.0,4,2,8,,8
192000400,0.0000,0.0019,1,6,4,0.5,0.0000,400,0.0000,4.2481,10000,4,3,4,0.0006,8
1280000,0.0003,0.0015,0.5,1,6,0.5,0.0000,400,0.0001,0.3207,1000,8,2,8,0.0013,2
1600,,0.0052,,8,9,0.25,0.0000,200,,0.2675,1200.0,8,1,8,,8
40400,,0.0051,,4,0,0.75,0.0000,100,,0.3654,1000,8,2,8,,8
4010300,0.0000,0.0023,1,21,2,0.5,0.0000,100,0.0000,3.2714,10000,4,3,8,0.0006,2
50300,,0.0495,,12,2,0.75,0.0001,100,,14.6365,37725.0,8,2,8,,2
641600,,0.0177,,20,2,0.25,0.0001,400,,0.2450,1000,8,2,8,,8
641600,,0.0213,,16,3,0.5,0.0000,400,,0.2640,1000,4,2,8,,2
50300,,0.0069,,16,6,0.75,0.0001,100,,14.5664,37725.0,4,2,8,,2
40200,,0.4308,,0,7,0.75,0.0000,200,,11.5270,30150.0,4,2,2,,2
3200,,0.0078,,11,6,0.25,0.0000,400,,0.2070,1000,8,1,8,,4
192480800,0.0000,0.0014,1,8,1,0.75,0.0000,400,0.0000,0.3594,1000,2,3,8,0.0004,4
120200,,0.0626,,4,8,0.5,0.0001,200,,32.8122,90150.0,4,2,4,,8
200600,0.0003,0.0040,0.3,27,0,0.5,0.0000,200,0.0001,3.5566,10000,2,2,8,0.0006,2
160000,0.0000,0.0021,1,6,3,0.25,0.0000,200,0.0000,30.6774,100000,4,2,4,0.0007,4
3200,0.0002,0.0034,0.5,9,0,0.5,0.0000,400,0.0000,0.3212,1000,2,1,8,0.0006,4
192480800,0.0002,0.0028,0.9,17,4,0.75,0.0000,400,0.0000,42.4698,100000,8,3,8,0.0008,4
192800000,0.0001,0.0011,0.3,1,5,0.75,0.0000,400,0.0000,41.0549,100000,4,3,8,0.0004,8
800,,59.8370,,9,7,0.25,0.0000,100,,60.0005,600.0,2,1,8,,4
1600,0.0003,0.0027,0.1,20,5,0.25,0.0000,200,0.0000,0.2816,1000,8,1,8,0.0006,8
80000,,0.0254,,0,3,0.5,0.0000,200,,3.5958,10000,4,2,2,,2
40400,0.0000,0.0020,1,4,4,0.25,0.0000,100,0.0000,2.8518,10000,8,2,8,0.0006,8
3200,,0.0375,,9,7,0.5,0.0002,400,,0.5825,2400.0,4,1,8,,4
4030100,0.0001,0.0018,0.6,28,9,0.75,0.0000,100,0.0000,4.6662,10000,2,3,8,0.0006,2
160800,,0.0044,,9,7,0.75,0.0000,200,,0.5301,1000,4,2,8,,8
3020300,0.0001,0.0013,0.7,23,1,0.75,0.0000,100,0.0000,2.3115,10000,2,3,8,0.0005,4
1600,,0.0111,,1,5,0.75,0.0000,200,,0.2918,1000,8,1,8,,2
10700,0.0003,0.1407,1,1,5,0.5,0.0000,100,0.0000,0.4341,1000,8,2,8,0.0003,2
24040800,0.0001,0.0036,1,15,3,0.25,0.0000,200,0.0000,2.1081,10000,4,3,8,0.0007,4
3200,,0.0129,,1,7,0.25,0.0001,400,,0.5497,2400.0,8,1,8,,2
8240200,,0.0033,,17,2,0.5,0.0000,200,,0.2238,1000,8,3,8,,4
1600,,0.0060,,5,4,0.75,0.0000,400,,0.1592,1000,2,1,4,,4
801200,,0.0813,,16,4,0.25,0.0000,400,,20.0493,100000,4,2,8,,2
240400,0.0000,0.0018,1,27,6,0.5,0.0000,200,0.0000,0.2575,1000,2,2,8,0.0005,2
