domain.size,number.of.predicates,number.of.variables,number.of.facts,Cycle breaking,Grounding,maximum.number.of.nodes,Compiling SDDExplicit,maximum.arity,proportion.probabilistic,Propagating evidence,Total time,number.of.independent.pairs,answer,instance,universe.size
400,8,4,100000,0.0001,0.0013,2,0.0003,3,0.25,0.0000,25.8303,27,0.7,0,320320400
400,8,4,100000,0.0002,0.0039,2,0.0008,3,0.75,0.0000,37.7196,21,0.92,8,128640800
400,8,4,10000,0.0000,0.0015,8,0.0003,3,0.25,0.0000,2.6790,12,1,4,256640000
100,8,2,10000,0.0000,0.0017,4,0.0003,3,0.25,0.0000,2.9115,23,1,5,2050100
400,8,2,1000,0.0001,0.0011,2,0.0004,2,0.75,0.0000,0.3192,19,0.3,6,801200
200,8,2,100000,0.0000,0.0017,4,0.0001,3,0.25,0.0000,33.2300,23,1,9,24040800
200,8,2,1000,0.0001,0.0020,8,0.0005,2,0.75,0.0000,0.3622,26,0.3,0,160800
400,8,8,10000,0.0001,0.0013,2,0.0003,2,0.5,0.0000,2.4897,12,0.9,0,482000
100,8,4,10000,,0.0676,8,,2,0.25,0.0000,2.8106,8,,1,50300
200,8,4,1000,0.0000,0.0018,2,0.0003,3,0.25,0.0000,0.2538,3,1,0,24080600
400,8,4,10000,0.0000,0.0016,8,0.0003,2,0.25,0.0000,2.4989,8,1,0,801200
400,8,2,10000,0.0006,0.0033,2,0.0016,2,0.75,0.0000,3.0120,27,0.8,3,482000
100,8,8,30300.0,0.0007,0.0033,8,0.0018,2,0.25,0.0000,7.9032,4,0.1,0,40400
200,8,2,1000,0.0001,0.0014,2,0.0003,2,0.5,0.0000,0.2607,19,0.2,1,240400
400,2,2,1000,,0.0055,4,,3,0.5,0.0000,0.2280,1,,4,64000400
100,8,8,600.0,0.0002,0.0072,8,0.0003,1,0.5,0.0000,0.1278,15,0.1,7,800
200,8,2,1200.0,,0.0097,4,,1,0.5,0.0000,0.2737,9,719.,1,1600
100,8,2,1000,0.0001,0.0050,4,0.0004,3,0.75,0.0001,0.2474,8,0.8,2,3010400
400,2,4,1000,,0.0089,2,,2,0.5,0.0001,0.3107,0,,7,160400
400,4,4,1000,0.0004,0.0106,4,0.0005,3,0.75,0.0002,0.3648,1,0.4,4,128000800
200,8,8,1200.0,,0.0036,8,,1,0.75,0.0000,0.2704,20,,4,1600
200,8,4,10000,0.0001,0.0018,4,0.0004,3,0.75,0.0000,3.6176,15,0.7,1,48040200
400,8,8,10000,0.0002,0.0085,4,0.0004,3,0.75,0.0002,3.8551,15,0.5,4,320160800
100,2,4,1000,,0.0073,2,,2,0.75,0.0000,0.3027,0,,7,10100
100,4,4,100000,0.0002,0.0076,4,0.0008,3,0.25,0.0000,32.7590,1,1,2,2020000
200,4,4,1000,0.0000,0.0014,8,0.0004,2,0.5,0.0000,0.2830,4,1,7,80400
200,8,2,10000,0.0001,0.0008,2,0.0002,3,0.5,0.0000,2.7466,28,0.3,5,32040600
100,8,2,100000,0.0001,0.5041,4,0.0004,3,0.5,0.0000,34.6643,8,0.2,1,3030200
100,4,2,300.0,,0.0048,4,,1,0.75,0.0000,0.0718,5,,4,400
200,8,8,1000,,0.0025,8,,1,0.5,0.0000,0.2074,20,,0,1600
100,8,2,100000,0.0000,0.0021,4,0.0003,3,0.5,0.0000,35.3562,8,1,9,3030200
400,8,4,100000,,0.5357,2,,2,0.75,0.0000,32.9605,16,,1,641600
400,8,4,100000,,0.0908,4,,3,0.25,0.0000,27.0727,15,,9,128321600
200,8,8,1200.0,0.0002,0.0026,8,0.0005,1,0.75,0.0000,0.1920,22,0.5,2,1600
200,8,4,1000,0.0001,0.0012,2,0.0003,3,0.5,0.0000,0.2235,3,0.5,1,40080200
200,8,8,100000,0.0001,0.0021,2,0.0004,2,0.75,0.0000,27.3890,1,0.7,8,240400
400,8,8,2400.0,,0.0147,8,,1,0.25,0.0000,0.3179,8,,0,3200
200,8,2,1000,,0.0022,4,,3,0.5,0.0000,0.1805,23,,0,32080400
400,4,4,1000,0.0001,0.0010,8,0.0002,2,0.5,0.0000,0.1997,4,1,7,320800
100,4,8,100000,0.0002,0.0028,4,0.0003,3,0.25,0.0000,31.3105,1,0.1,8,2010100
100,8,2,10000,0.0001,0.0009,2,0.0002,2,0.5,0.0000,1.4113,27,0.6,5,60200
100,8,4,10000,0.0001,0.0020,2,0.0005,3,0.75,0.0000,2.6569,3,0.3,4,2050100
100,4,4,1000,0.0001,0.0011,8,0.0003,2,0.75,0.0000,0.1962,4,0.8,8,30100
200,8,2,10000,0.0001,0.0017,2,0.0004,3,0.75,0.0000,1.5603,28,0.7,8,24040800
100,8,4,10000,,0.0122,8,,2,0.75,0.0000,2.1696,9,,2,40400
200,4,4,1000,0.0002,0.0022,8,0.0004,2,0.75,0.0000,0.1978,4,0.2,2,80400
200,8,8,1000,,0.0049,4,,1,0.25,0.0000,0.2193,11,,3,1600
100,8,2,1000,0.0001,0.0026,4,0.0005,3,0.5,0.0000,0.3224,15,0.4,7,1040300
100,8,8,10000,,0.0156,8,,2,0.25,0.0000,1.6796,4,,3,60200
200,8,2,1200.0,,0.0034,8,,1,0.25,0.0000,0.1661,6,,8,1600
100,8,2,1000,0.0001,0.0042,4,0.0004,3,0.25,0.0001,0.3438,8,1,5,7000100
100,8,4,100000,0.0000,0.0022,2,0.0002,3,0.25,0.0000,23.9008,21,1,1,4020200
100,2,2,10000,0.0000,0.0014,4,0.0002,3,0.25,0.0000,2.5056,1,1,7,1000100
400,8,2,100000,0.0002,0.0040,2,0.0007,3,0.5,0.0000,23.2805,28,0.46,0,192480800
400,8,4,100000,0.0001,0.0016,8,0.0004,3,0.75,0.0000,25.9192,1,0.3,3,128481200
100,8,8,10000,,0.0188,2,,2,0.5,0.0000,2.2470,12,,8,70100
100,8,2,100000,0.0000,0.0020,4,0.0003,3,0.75,0.0000,27.3834,15,1,2,2030300
100,4,4,10000,0.0001,0.0014,8,0.0003,2,0.75,0.0000,2.2615,4,0.2,4,30100
100,4,4,1000,0.0001,0.0014,8,0.0003,3,0.75,0.0000,0.2642,6,0.5,4,3000100
400,8,8,100000,0.0000,0.0010,2,0.0001,3,0.25,0.0000,21.1203,23,1,8,256161200
200,8,4,1000,0.0000,0.0055,8,0.0003,1,0.75,0.0000,0.3142,3,1,8,1600
400,8,8,10000,,0.0450,2,,2,0.25,0.0000,1.7532,1,,9,960800
200,8,4,100000,0.0000,0.0016,2,0.0002,3,0.5,0.0000,25.3004,21,1,0,32160000
100,8,8,1000,,0.0057,2,,2,0.25,0.0000,0.1960,1,,6,80000
200,8,2,1200.0,,0.0033,8,,1,0.25,0.0000,0.1887,6,,0,1600
100,8,2,100000,0.0001,0.0028,2,0.0005,3,0.5,0.0000,27.3097,22,0.5,9,3030200
200,8,4,10000,0.0001,0.0023,8,0.0005,3,0.75,0.0000,2.6598,1,0.7,1,16120600
100,4,4,1000,0.0001,0.0010,4,0.0003,2,0.5,0.0000,0.3050,6,0.1,0,30100
100,8,4,37725.0,0.0000,0.0012,2,0.0002,2,0.75,0.0000,10.4523,16,1,2,50300
200,8,4,1000,0.0000,0.0125,2,0.0003,2,0.5,0.0000,0.2592,16,1,9,200600
100,4,4,1000,,0.0030,8,,2,0.5,0.0000,0.1659,4,,8,30100
400,8,8,1000,,0.0088,4,,1,0.25,0.0000,0.2034,11,,1,3200
200,8,2,10000,0.0001,0.0009,4,0.0002,3,0.5,0.0000,2.2101,23,0.2,9,24040800
200,8,8,100000,0.0000,0.0020,2,0.0002,2,0.25,0.0000,21.0481,1,1,7,160800
400,8,4,1000,0.0001,0.0012,2,0.0003,2,0.5,0.0000,0.2621,16,0.8,8,1120400
200,2,2,1000,0.0000,0.0013,4,0.0003,3,0.25,0.0000,0.1712,1,1,4,8000200
200,8,2,10000,0.0000,0.0019,2,0.0004,3,0.25,0.0000,2.6674,22,1,4,24120400
200,8,4,1000,,0.0041,8,,3,0.5,0.0000,0.3129,12,,9,16160400
400,4,4,10000,,0.0102,8,,2,0.5,0.0000,2.6111,4,,9,320800
200,8,2,100000,0.0001,0.0010,4,0.0003,3,0.75,0.0000,29.2578,15,0.6,8,32040600
100,8,4,45150.0,0.0001,0.0013,8,0.0002,2,0.25,0.0000,7.0196,8,0.6,4,60200
200,8,4,100000,,0.0555,2,,3,0.5,0.0000,22.5762,3,,7,16200200
100,8,4,1000,,0.0028,2,,3,0.75,0.0000,0.1423,27,,2,2030300
100,8,4,10000,0.0001,0.0008,2,0.0003,2,0.5,0.0000,1.1332,16,0.2,3,40400
400,8,8,2400.0,0.0000,0.0042,8,0.0003,1,0.75,0.0000,0.3935,20,1,5,3200
200,4,4,100000,,0.1118,2,,2,0.5,0.0000,22.4471,0,,0,160000
200,8,4,10000,0.0001,0.0052,8,0.0003,2,0.75,0.0000,2.6436,9,0.4,7,160800
100,8,8,10000,,0.0090,8,,2,0.5,0.0000,2.8091,20,,6,60200
400,8,8,2400.0,0.0000,0.0017,8,0.0002,1,0.5,0.0000,0.1892,8,1,6,3200
200,8,8,1000,,0.0020,8,,1,0.5,0.0000,0.0830,20,,1,1600
400,8,2,100000,0.0000,0.0011,8,0.0002,2,0.25,0.0000,20.4489,26,1,4,960800
200,4,4,1000,,0.0137,8,,2,0.75,0.0002,0.3327,4,,5,80400
100,4,8,1000,0.0001,0.0012,4,0.0003,3,0.75,0.0000,0.2661,1,0.8,7,3010000
400,8,8,1000,,0.0030,8,,1,0.25,0.0000,0.1234,22,,9,3200
200,8,8,10000,,0.0069,2,,2,0.5,0.0000,2.4879,12,,1,240400
100,4,4,10000,,0.2307,2,,2,0.75,0.0000,2.7320,0,,4,20200
200,4,4,1000,0.0001,0.0012,8,0.0003,3,0.5,0.0000,0.1983,6,0.9,1,16080000
400,8,2,100000,0.0000,0.0014,2,0.0002,3,0.75,0.0000,33.1723,28,1,1,192321200
100,8,2,10000,0.0001,0.0016,2,0.0003,3,0.5,0.0000,1.9227,22,0.7,5,1030400
400,8,2,1000,0.0000,0.0019,4,0.0004,3,0.5,0.0000,0.2989,23,1,9,192161600
400,2,2,1000,0.0002,0.0021,4,0.0005,3,0.25,0.0000,0.2942,1,0.7,0,64160000
100,8,2,1000,0.0000,0.0021,2,0.0002,2,0.5,0.0000,0.1804,27,1,6,60200
100,2,2,100000,0.0001,0.0043,4,0.0004,3,0.75,0.0000,31.4692,1,0.6,0,1010000
400,8,4,10000,0.0000,0.0018,8,0.0003,3,0.25,0.0000,2.2266,12,1,2,128321600
100,8,8,1000,,0.0039,2,,2,0.75,0.0000,0.2749,1,,3,40400
400,8,4,10000,0.0005,1.4460,4,0.0003,3,0.5,0.0000,3.6217,15,1,6,192321200
100,8,2,10000,0.0000,0.0013,4,0.0002,3,0.25,0.0000,1.1105,8,1,7,3030200
100,8,2,52575.0,0.0000,0.0014,8,0.0002,2,0.5,0.0000,10.6827,26,1,5,70100
100,8,8,1000,0.0000,0.0011,2,0.0003,2,0.25,0.0000,0.1541,12,1,0,30500
200,8,2,100000,0.0001,0.0023,2,0.0005,2,0.75,0.0000,25.4071,27,0.8,8,240400
400,8,8,1000,0.0000,0.0008,2,0.0002,2,0.5,0.0000,0.1560,12,1,0,482000
100,8,8,10000,0.0001,0.0025,2,0.0004,2,0.25,0.0000,1.6751,12,1,4,40400
100,2,2,10000,0.0001,0.0015,4,0.0003,3,0.25,0.0000,2.5163,1,0.2,4,1000100
100,8,4,600.0,,0.0029,8,,1,0.5,0.0000,0.0916,10,,4,800
400,8,2,1000,0.0001,0.0020,2,0.0004,3,0.5,0.0000,0.3828,28,1,7,320320400
200,8,8,1000,,0.0028,8,,2,0.75,0.0000,0.2918,20,,4,160800
400,8,8,2400.0,,0.0035,8,,1,0.5,0.0000,0.3198,20,,7,3200
200,8,4,10000,0.0001,0.0015,2,0.0004,3,0.75,0.0000,3.1077,27,0.9,9,16120600
200,8,8,100000,,0.4705,2,,2,0.75,0.0000,26.3572,12,,2,200600
100,8,4,10000,,0.0057,8,,2,0.75,0.0000,2.1105,8,,8,20600
400,8,2,1000,0.0001,0.0012,2,0.0003,3,0.25,0.0000,0.2175,28,0.3,2,192480800
400,8,2,10000,0.0001,0.0013,8,0.0003,2,0.25,0.0000,2.2527,26,0.5,7,801200
100,8,2,10000,0.0001,0.0010,2,0.0003,3,0.75,0.0000,2.9659,28,0.1,3,5020100
200,8,8,10000,0.0001,0.0024,4,0.0004,3,0.5,0.0000,2.4742,15,1,5,32000800
200,8,8,10000,0.0002,0.0044,2,0.0005,3,0.5,0.0000,3.3165,23,0.1,7,24080600
400,4,4,10000,0.0001,0.0014,4,0.0003,3,0.75,0.0000,2.8631,1,0.9,4,128000800
100,4,4,1000,0.0001,0.0015,4,0.0004,2,0.75,0.0000,0.2102,6,0.7,1,20200
100,2,4,1000,0.0000,0.0014,2,0.0004,2,0.25,0.0000,0.1680,0,1,2,10100
400,8,2,1000,0.0001,0.0015,2,0.0005,3,0.5,0.0000,0.1856,22,0.5,5,64481600
100,8,2,37725.0,0.0001,0.0014,2,0.0003,2,0.5,0.0000,8.5590,19,0.5,4,50300
200,8,8,1200.0,,0.0031,4,,1,0.5,0.0000,0.1744,11,,8,1600
400,4,4,1000,,0.0061,8,,3,0.25,0.0000,0.1912,6,,7,64320400
400,8,8,1000,0.0001,0.0021,4,0.0005,3,0.75,0.0000,0.3697,15,0.7,1,192321200
200,4,4,10000,,0.0044,4,,3,0.75,0.0000,2.1874,1,,6,8120000
100,8,4,1000,0.0000,0.0029,2,0.0003,3,0.25,0.0000,0.1808,3,1,7,2050100
400,2,2,10000,0.0000,0.0014,4,0.0003,3,0.25,0.0000,2.6472,1,1,1,64160000
200,4,4,1000,,0.0037,2,,2,0.5,0.0000,0.1812,0,,0,160000
100,4,4,100000,0.0003,0.0023,4,0.0013,3,0.75,0.0000,31.2471,1,0.7,1,2020000
200,8,2,10000,0.0000,0.0028,2,0.0003,3,0.5,0.0000,3.7133,28,1,4,24120400
200,8,8,1000,,0.0047,2,,1,0.25,0.0000,0.1142,5,,7,1600
400,8,8,100000,0.0001,0.0012,8,0.0002,2,0.25,0.0000,22.5486,4,0.5,0,641600
200,8,2,10000,0.0002,0.0021,2,0.0004,2,0.5,0.0000,2.7983,27,0.8,8,240400
400,8,8,2400.0,,0.0030,8,,1,0.5,0.0000,0.5357,15,,9,3200
200,8,2,90750.0,0.0001,0.0013,2,0.0003,2,0.5,0.0000,23.6240,19,0.9,0,121000
200,8,8,1000,0.0001,0.0043,8,0.0003,1,0.25,0.0000,0.1215,15,0.5,7,1600
400,8,8,100000,0.0001,0.0022,8,0.0005,2,0.75,0.0000,25.7250,20,0.6,7,482000
400,8,2,1000,,0.0092,4,,1,0.5,0.0000,0.1520,9,,7,3200
200,8,4,1000,0.0001,0.0023,8,0.0004,2,0.5,0.0000,0.2155,8,0.6,0,200600
200,8,4,100000,0.0001,0.0024,4,0.0005,3,0.25,0.0000,26.4317,15,0.2,1,48040200
100,4,4,10000,0.0001,0.0020,4,0.0005,2,0.5,0.0000,1.9442,6,0.8,0,30100
100,8,4,37725.0,0.0001,0.0013,8,0.0002,2,0.75,0.0000,10.8825,8,0.4,5,50300
100,8,4,10000,0.0020,15.8522,8,0.0002,3,0.25,0.0000,18.6317,12,1,8,4020200
100,8,4,600.0,,0.0017,8,,1,0.25,0.0000,0.0716,10,,1,800
400,2,4,10000,0.0000,0.0013,2,0.0003,2,0.75,0.0000,1.8932,0,1,4,320000
200,8,2,100000,0.0001,0.0016,2,0.0003,3,0.75,0.0000,29.5624,28,0.1,5,32040600
200,8,4,100000,,0.1372,2,,3,0.5,0.0000,27.5506,3,,6,24040800
200,8,4,10000,0.0001,0.0012,2,0.0003,2,0.5,0.0000,2.5964,16,0.4,5,160800
400,2,8,600.0,,0.0036,8,,1,0.25,0.0000,0.0845,1,,8,800
100,4,4,10000,0.0000,0.0010,8,0.0002,3,0.25,0.0000,2.8010,6,1,0,2020000
200,8,2,10000,0.0001,0.0033,2,0.0004,3,0.25,0.0000,2.8910,28,1,9,32120200
400,8,8,1000,,0.0064,4,,3,0.5,0.0000,0.2281,15,,0,256480400
200,8,8,1000,,0.1517,4,,3,0.75,0.0000,0.3745,17,,7,24080600
200,8,2,100000,0.0001,0.0021,4,0.0005,3,0.5,0.0000,28.8089,8,0.5,5,56000200
200,8,4,10000,,0.0253,8,,3,0.25,0.0000,2.3659,1,,0,32080400
400,8,4,1000,,0.0064,8,,1,0.75,0.0000,0.1753,3,,6,3200
100,8,4,100000,0.0000,0.0012,2,0.0002,3,0.25,0.0000,25.1417,3,1,5,5010200
400,8,2,100000,0.0001,0.0032,8,0.0035,2,0.75,0.0000,26.5561,26,0.7,9,641600
400,4,4,1000,,0.0092,8,,3,0.25,0.0000,0.1992,6,,0,128320000
200,8,8,10000,,57.3278,8,,2,0.25,0.0000,60.0003,4,,2,200600
400,8,8,10000,0.0001,0.0010,2,0.0002,2,0.75,0.0000,1.4193,12,0.8,0,482000
200,8,4,10000,0.0000,0.0014,2,0.0003,2,0.25,0.0000,1.7364,16,1,6,200600
200,8,8,100000,0.0001,0.0016,8,0.0003,2,0.5,0.0000,22.9187,20,0.2,4,160800
100,8,8,1000,0.0001,0.0022,2,0.0006,2,0.5,0.0000,0.3612,12,0.8,5,40400
100,8,4,10000,,0.1368,8,,3,0.25,0.0000,1.9147,1,,1,2030300
400,8,8,1000,,0.0052,2,,1,0.5,0.0000,0.2367,5,,5,3200
200,8,2,1000,,0.0051,8,,1,0.5,0.0000,0.2648,6,,2,1600
400,8,8,100000,0.0000,0.0013,2,0.0003,3,0.25,0.0000,29.3833,23,1,0,192002000
200,8,4,10000,,0.0045,2,,2,0.75,0.0000,2.3460,16,,8,280200
100,8,4,600.0,0.0000,0.0020,8,0.0002,1,0.25,0.0000,0.0800,3,1,9,800
200,8,8,1000,,0.0025,8,,1,0.5,0.0000,0.1622,15,,8,1600
200,8,8,1000,0.0005,0.7010,2,0.0004,1,0.25,0.0000,1.0902,1,1,6,1600
200,8,4,10000,0.0001,0.0009,4,0.0003,3,0.25,0.0000,1.9810,15,0.1,8,24040800
200,8,4,1000,0.0001,0.0022,2,0.0004,3,0.75,0.0000,0.3954,21,1,9,16080800
100,4,4,10000,,0.0233,4,,2,0.5,0.0000,2.0380,6,,6,20200
400,4,8,1000,,0.0063,4,,3,0.75,0.0000,0.3734,1,,9,64001200
400,8,8,1000,,0.0114,8,,1,0.75,0.0000,0.3805,8,,7,3200
200,4,4,90150.0,0.0006,0.5868,2,0.0002,2,0.5,0.0000,24.1773,0,1,7,120200
400,8,2,10000,0.0001,0.0013,2,0.0003,2,0.75,0.0000,2.1988,19,0.7,1,960800
400,4,4,100000,,35.6688,8,,3,0.25,0.0000,60.0002,6,,8,64320400
400,4,2,1000,,0.0034,4,,1,0.5,0.0000,0.1321,5,,9,1600
200,8,2,10000,0.0000,0.0009,8,0.0002,2,0.25,0.0000,2.4206,26,1,3,280200
400,2,2,100000,0.0001,0.0022,4,0.0002,3,0.5,0.0000,25.0110,1,0.8,3,64160000
400,4,4,1000,0.0000,0.0013,4,0.0003,2,0.25,0.0000,0.1859,6,1,1,320800
100,8,8,100000,0.0000,0.0011,4,0.0001,3,0.25,0.0000,28.7025,17,1,7,3020300
400,8,2,100000,0.0001,0.0009,2,0.0002,2,0.5,0.0000,21.0035,19,0.6,2,801200
200,8,8,1000,,0.0072,8,,1,0.25,0.0000,0.2416,8,,5,1600
400,2,2,10000,0.0002,0.0024,4,0.0005,3,0.5,0.0000,2.2300,1,0.6,5,64000400
100,2,2,10000,0.0000,0.0014,4,0.0002,3,0.25,0.0000,2.4169,1,1,1,1010000
100,4,4,100000,,0.2980,4,,3,0.5,0.0001,30.9732,1,,9,2000200
400,8,8,100000,0.0000,0.0019,8,0.0002,2,0.25,0.0000,22.3029,4,1,2,801200
400,8,4,2400.0,,0.0071,4,,1,0.75,0.0000,0.3787,9,,6,3200
100,8,2,30300.0,0.0001,0.0012,8,0.0002,2,0.75,0.0000,7.4820,26,0.2,0,40400
400,8,4,100000,0.0003,0.0052,2,0.0004,3,0.75,0.0000,34.4303,21,0.9,7,256161200
100,8,4,10000,0.0002,0.0032,8,0.0007,2,0.75,0.0000,1.2550,9,0.5275,8,30500
200,8,2,1000,0.0016,0.0143,4,0.0009,2,0.25,0.0001,0.1945,17,0.1,1,160800
400,8,8,10000,0.0000,0.0012,8,0.0002,2,0.5,0.0000,2.2332,4,1,2,801200
100,8,4,22875.0,0.0003,0.0062,8,0.0009,2,0.75,0.0000,6.0714,9,0.95,8,30500
400,8,8,1000,,0.0039,8,,2,0.5,0.0000,0.1772,20,,4,641600
100,8,8,10000,0.0001,0.0020,2,0.0004,3,0.5,0.0000,1.9886,23,1,9,4020200
400,8,2,1000,0.0000,0.0019,4,0.0004,3,0.25,0.0000,0.2301,15,1,4,256161200
400,4,4,10000,0.0001,0.0014,8,0.0003,3,0.25,0.0000,3.3708,6,0.1,4,192000400
200,8,8,1000,,0.0078,8,,2,0.5,0.0000,0.3395,4,,3,240400
100,8,4,1000,0.0002,0.0586,2,0.0003,3,0.75,0.0000,0.4159,3,0.5,4,2050100
400,8,4,1000,,0.0261,4,,1,0.75,0.0000,0.2594,9,,7,3200
100,8,4,1000,0.0000,0.0024,8,0.0003,2,0.25,0.0000,0.2868,9,1,4,70100
100,8,4,30300.0,,0.0363,2,,2,0.5,0.0000,8.0337,16,,1,40400
200,8,8,1200.0,,0.0043,2,,1,0.5,0.0000,0.3094,5,,7,1600
200,8,8,100000,0.0001,0.0025,4,0.0004,3,0.75,0.0000,36.3262,17,0.2,6,16120600
200,8,4,1000,0.0000,0.0027,4,0.0003,3,0.75,0.0000,0.3819,15,1,8,24040800
200,4,4,100000,,0.1199,8,,3,0.25,0.0000,31.8228,6,,1,16080000
400,8,4,10000,0.0000,0.0021,8,0.0002,3,0.25,0.0000,3.4260,1,1,0,256320800
400,2,4,1000,0.9472,1.6983,2,1.0145,2,0.5,0.0001,3.9921,0,1,5,160400
400,8,4,100000,0.0000,0.0017,8,0.0002,2,0.5,0.0001,29.9524,9,1,9,801200
100,2,2,1000,0.0001,0.0017,4,0.0004,3,0.75,0.0000,0.3931,1,0.7,2,2000000
400,4,4,1000,0.0001,0.0043,8,0.0004,2,0.5,0.0000,0.3156,4,0.7,8,480400
200,8,4,1200.0,,0.0168,2,,1,0.25,0.0000,0.2490,5,,2,1600
200,8,2,10000,0.0000,0.0017,4,0.0005,3,0.25,0.0001,3.0881,23,1,0,32080400
100,8,4,600.0,,0.0181,8,,1,0.75,0.0000,0.2039,10,,9,800
200,8,2,1000,0.0005,0.0029,8,0.0028,2,0.5,0.0000,0.2580,26,0.2,6,81200
100,4,4,100000,0.0000,0.0024,4,0.0002,3,0.25,0.0000,32.9237,1,1,1,2020000
400,8,4,1000,,0.0110,4,,3,0.5,0.0000,0.3753,15,,7,320320400
200,8,8,1000,,0.0041,2,,1,0.5,0.0000,0.2751,1,,4,1600
400,2,2,1000,0.0001,0.0017,4,0.0004,3,0.75,0.0000,0.2818,1,0.4,3,64160000
200,2,4,30150.0,0.0001,0.0016,2,0.0002,2,0.5,0.0000,8.8785,0,0.6,2,40200
400,8,4,1000,0.0000,0.0026,8,0.0003,1,0.5,0.0000,0.2056,10,1,1,3200
100,8,8,10000,0.0000,0.0014,4,0.0003,3,0.75,0.0000,3.9626,15,1,9,8000000
400,8,8,1000,,0.0055,2,,2,0.75,0.0000,0.3375,1,,3,641600
400,8,4,1000,0.0001,0.0019,8,0.0005,3,0.75,0.0000,0.3769,1,0.7,4,192480800
100,4,4,300.0,,0.0033,2,,1,0.75,0.0000,0.1161,5,,9,400
100,8,8,30300.0,0.0000,0.0015,2,0.0002,2,0.5,0.0000,12.1238,1,1,3,40400
100,8,2,1000,0.0000,0.0013,4,0.0003,3,0.75,0.0000,0.2588,8,1,5,7000100
400,8,2,100000,0.0002,0.0024,4,0.0011,2,0.25,0.0000,30.2191,17,1,1,641600
200,8,2,10000,0.0001,0.0017,4,0.0004,2,0.25,0.0000,2.9964,17,0.3,9,160800
200,8,2,10000,0.0001,0.0014,2,0.0004,2,0.25,0.0000,3.0394,19,0.2,2,200600
400,8,8,100000,0.0000,0.0013,4,0.0002,3,0.25,0.0000,42.8158,15,1,5,256001600
100,8,4,10000,,0.0190,8,,2,0.5,0.0000,1.9611,9,,0,20600
400,2,4,100000,0.0001,0.0012,2,0.0002,2,0.75,0.0000,37.0233,0,0.5,2,160400
400,8,8,1000,,0.0039,4,,3,0.25,0.0000,0.2734,15,,1,192321200
200,8,4,1000,0.0001,0.0015,2,0.0004,3,0.25,0.0000,0.2928,27,0.6,3,32040600
200,8,8,10000,0.0000,0.0016,4,0.0003,3,0.25,0.0000,3.1905,15,1,3,24080600
400,8,2,2400.0,,0.0127,4,,1,0.25,0.0001,0.4741,9,,1,3200
100,4,4,100000,,0.0225,4,,3,0.25,0.0000,31.7022,1,,6,1030000
100,8,4,1000,,0.0071,2,,3,0.5,0.0001,0.2998,21,,6,3020300
400,4,8,100000,,0.0049,4,,3,0.5,0.0000,34.1487,1,,4,128160400
200,4,4,1000,,0.0056,4,,2,0.25,0.0000,0.2422,6,,6,80400
400,8,8,1000,0.0003,0.4634,2,0.0004,1,0.25,0.0000,0.6629,5,0.4,8,3200
400,8,4,100000,0.0000,0.0032,2,0.0003,3,0.75,0.0000,37.8935,3,1,1,320320400
400,8,8,100000,,0.0141,2,,2,0.5,0.0000,28.8664,12,,3,641600
400,8,2,10000,0.0001,0.0022,2,0.0004,3,0.75,0.0001,3.0815,22,0.6,7,256320800
200,8,8,1000,,0.0519,8,,2,0.25,0.0000,0.2272,4,,3,240400
100,8,2,1000,0.0000,0.0056,4,0.0003,3,0.25,0.0002,0.3644,23,1,6,6010100
100,8,2,10000,0.0001,0.0015,2,0.0003,2,0.25,0.0000,2.4524,19,1,4,50300
100,8,2,10000,0.0000,0.0017,2,0.0003,2,0.75,0.0000,3.1526,27,1,6,60200
100,2,8,150.0,0.0003,0.0034,8,0.0006,1,0.25,0.0000,0.0463,1,0.6,5,200
200,8,4,100000,,0.7864,2,,3,0.75,0.0000,34.0015,27,,2,16120600
400,8,8,10000,0.0000,0.0010,4,0.0002,3,0.25,0.0000,2.0774,17,1,8,128640800
400,8,2,2400.0,0.7827,1.8255,4,0.8309,1,0.5,0.0001,4.0067,12,1,0,3200
100,4,4,100000,0.0001,0.0019,8,0.0003,3,0.75,0.0000,41.1758,6,0.2,5,3000100
200,8,4,10000,0.0000,0.0012,8,0.0003,3,0.25,0.0000,2.4908,12,1,0,24120400
200,8,4,100000,0.0000,0.0012,2,0.0002,3,0.25,0.0000,21.0356,3,1,7,16200200
100,2,2,1000,0.0001,0.0022,4,0.0004,3,0.25,0.0000,0.5109,1,1,4,1000100
200,8,2,1000,,0.0706,4,,1,0.25,0.0000,0.2075,9,,7,1600
200,8,8,100000,,0.1197,8,,2,0.25,0.0000,23.7733,4,,5,240400
400,8,2,10000,0.0001,0.0020,2,0.0004,2,0.25,0.0000,2.1742,19,1,1,960800
400,4,4,1000,,0.0030,4,,2,0.5,0.0000,0.1551,6,,4,480400
100,8,8,600.0,,0.0045,8,,1,0.5,0.0000,0.0751,8,,2,800
200,8,4,1200.0,0.0002,0.0021,8,0.0004,1,0.5,0.0000,0.1581,10,0.1,4,1600
400,8,4,2400.0,,0.0080,8,,1,0.75,0.0000,0.3633,3,,2,3200
200,8,4,1000,,0.2311,4,,1,0.5,0.0000,0.4639,9,,9,1600
200,4,4,60300.0,0.0001,0.0023,2,0.0002,2,0.25,0.0000,11.3171,0,1,1,80400
100,8,8,10000,0.0000,0.0018,2,0.0003,3,0.25,0.0000,2.2706,23,1,9,4020200
