maximum.arity,number.of.predicates,number.of.variables,domain.size,number.of.facts,universe.size,Propagating evidence,Cycle breaking,instance,Grounding,number.of.independent.pairs,Total time,Compiling BDD,answer,proportion.probabilistic,maximum.number.of.nodes
3,4,8,100,10000,3010000,0.0000,0.0000,7,0.0014,1,2.6762,0.0021,1,0.25,4
3,8,2,100,100000,3040100,0.0000,0.0000,8,0.0013,23,25.6110,0.0024,1,0.25,4
1,4,4,400,1000,1600,0.0000,0.0000,8,0.0020,5,0.1227,0.0016,1,0.25,2
2,4,4,200,60300.0,80400,0.0000,,9,0.0068,0,12.6363,,,0.25,2
2,4,4,100,22575.0,30100,0.0000,0.0000,0,0.0011,6,4.8244,0.0013,1,0.75,4
2,8,4,100,10000,50300,0.0000,0.0000,4,0.0034,16,2.3600,0.0024,1,0.5,2
3,8,4,400,10000,192321200,0.0000,0.0001,6,0.0034,21,2.1887,0.0036,1,0.25,2
1,8,8,400,2400.0,3200,0.0000,,0,0.0056,15,0.2930,,,0.25,8
3,8,4,100,10000,2050100,0.0000,0.0001,7,0.0011,3,2.4632,0.0018,0.6,0.75,2
3,8,8,400,10000,128481200,0.0000,0.0005,6,0.0035,17,2.8549,0.0027,1,0.5,4
3,8,4,200,10000,40080200,0.0000,0.0001,7,0.0019,15,2.5993,0.0082,0.3,0.5,4
2,8,4,100,1000,40400,0.0000,,3,0.0049,9,0.2021,,,0.25,8
3,4,4,400,100000,128000800,0.0000,,9,0.2120,1,26.1824,,,0.25,4
1,4,4,100,300.0,400,0.0000,,1,0.0030,5,0.0658,,,0.75,2
2,8,8,400,10000,482000,0.0000,0.0000,9,0.0013,12,2.2195,0.0014,1,0.75,2
3,8,4,100,10000,1030400,0.0000,0.0002,4,0.0023,27,1.9334,0.0075,0.5,0.25,2
1,8,2,200,1000,1600,0.0000,0.0003,2,0.0025,12,0.2221,0.0056,1,0.5,4
1,8,4,100,600.0,800,0.0000,,0,0.0043,5,0.1105,,,0.5,2
3,8,2,400,1000,256001600,0.0000,0.0001,8,0.0036,22,0.3040,0.0024,1,0.25,2
1,8,2,400,2400.0,3200,0.0000,0.0000,1,0.0052,6,0.3218,0.0053,1,0.75,8
2,8,4,100,37725.0,50300,0.0000,,9,0.0249,9,8.9285,,,0.75,8
2,8,4,400,10000,801200,0.0000,0.0000,1,0.0047,8,2.0310,0.0013,1,0.5,8
2,8,4,200,10000,121000,0.0000,,2,0.0248,8,2.0652,,,0.25,8
3,4,4,100,100000,2020000,0.0000,0.0001,2,0.0018,1,27.7818,0.0016,0.9,0.5,4
3,4,4,400,10000,64480000,0.0000,0.0001,6,0.0019,1,3.0086,0.0038,0.6,0.5,4
2,8,2,200,1000,121000,0.0000,0.0001,3,0.0011,27,0.2699,0.0019,0.4,0.5,2
1,8,4,400,2400.0,3200,0.0000,,7,0.0339,9,0.6101,,,0.75,4
2,8,8,400,1000,1120400,0.0001,,8,0.0076,12,0.2130,,,0.75,2
2,4,4,100,1000,20200,0.0000,,4,0.1503,0,0.3557,,,0.75,2
1,8,8,200,1200.0,1600,0.0000,,0,0.0045,8,0.2131,,,0.75,8
3,8,4,200,100000,24120400,0.0000,0.0001,7,0.0014,12,24.1392,0.0041,1,0.25,8
3,8,4,100,1000,3030200,0.0000,0.0001,4,0.0017,21,0.3153,0.0030,0.3,0.75,2
2,2,4,400,1000,160400,0.0000,0.0001,9,0.0041,0,0.1928,0.0023,0.64,0.5,2
3,8,4,100,100000,4020200,0.0000,0.0000,6,0.0013,12,26.8664,0.0015,1,0.5,8
3,4,8,400,10000,128160400,0.0000,,1,0.1055,1,2.1684,,,0.5,4
3,4,4,400,100000,192000400,0.0001,0.0001,4,0.0030,6,30.6689,0.0038,0.6,0.75,8
3,8,2,100,1000,2040200,0.0000,0.0000,3,0.0020,8,0.3371,0.0026,1,0.75,4
3,8,4,100,100000,2010500,0.0000,0.0001,5,0.0022,21,28.6906,0.0033,0.7,0.5,2
3,8,8,100,100000,3020300,0.0000,0.0000,3,0.0013,15,26.1411,0.0015,1,0.25,4
3,8,2,400,100000,192480800,0.0000,0.0000,4,0.0017,22,28.6284,0.0023,1,0.75,2
2,8,8,100,30300.0,40400,0.0000,0.0001,2,0.0011,20,4.0163,0.0012,0.9,0.5,8
3,8,4,200,10000,48040200,0.0000,0.0001,1,0.0009,15,1.1416,0.0014,0.4,0.25,4
2,8,8,200,100000,240400,0.0000,0.0001,4,0.0009,1,19.0518,0.0014,0.2,0.75,2
1,8,4,400,1000,3200,0.0000,,3,59.9130,9,60.0002,,,0.75,4
1,8,8,200,1000,1600,0.0000,,3,0.0039,20,0.1677,,,0.75,8
1,8,8,400,1000,3200,0.0000,0.0000,3,0.0031,22,0.1437,0.0019,1,0.5,8
2,8,8,400,1000,482000,0.0000,0.0489,9,0.1246,12,60.0002,59.7205,,0.75,2
3,8,8,400,10000,192321200,0.0002,0.0002,1,0.0058,17,1.5674,0.0039,0.8,0.25,4
2,8,2,400,1000,801200,0.0000,0.0005,3,0.0040,19,0.3538,0.0040,0.6,0.75,2
3,8,4,400,1000,128321600,0.0000,,9,0.0107,15,0.1776,,,0.5,4
2,4,4,400,1000,320800,0.0000,,5,0.0034,4,0.1759,,,0.75,8
3,8,8,200,1000,32040600,0.0000,0.0000,8,0.0013,23,0.2127,0.0022,1,0.5,2
2,8,8,200,1000,240400,0.0000,,7,0.0050,4,0.1673,,,0.25,8
3,8,2,400,100000,256320800,0.0000,0.0001,0,0.0014,23,20.9590,0.0021,0.2,0.25,4
2,8,8,100,10000,60200,0.0000,0.0001,9,0.0041,1,2.2457,0.0031,1,0.25,2
3,4,4,200,100000,16080000,0.0000,0.0000,2,0.0016,1,23.4367,0.0023,1,0.75,4
1,8,4,400,1000,3200,0.0000,0.0004,8,0.6149,5,0.7495,0.0021,1,0.25,2
2,8,8,100,37725.0,50300,0.0000,,1,0.0204,20,4.1779,,,0.25,8
3,8,4,100,1000,2030300,0.0000,,2,0.0024,27,0.1183,,,0.5,2
3,8,4,100,10000,5020100,0.0000,0.0001,1,0.0046,3,2.1592,0.0039,1,0.75,2
2,8,2,200,10000,160800,0.0000,0.0001,3,0.0014,17,2.0532,0.0025,0.6,0.5,4
2,4,4,100,15150.0,20200,0.0000,,3,0.0821,0,3.0330,,,0.5,2
2,8,2,200,10000,81200,0.0000,0.0000,6,0.0014,26,2.1804,0.0020,1,0.75,8
3,2,2,100,100000,1000100,0.0000,0.0001,4,0.0034,1,24.5458,0.0024,0.3,0.5,4
2,8,2,200,10000,160800,0.0000,0.0000,8,0.0037,17,2.1535,0.0025,1,0.5,4
2,4,4,100,1000,30100,0.0000,0.0000,8,0.0013,0,0.2277,0.0023,1,0.5,2
2,8,8,200,1000,240400,0.0000,,7,0.0057,4,0.2315,,,0.75,8
3,8,4,200,1000,16080800,0.0000,,9,0.0035,15,0.2378,,,0.75,4
2,8,2,100,45150.0,60200,0.0000,0.0001,1,0.0009,19,9.3165,0.0014,0.9,0.5,2
2,8,8,400,10000,960800,0.0000,,4,0.0176,1,1.1502,,,0.5,2
2,4,4,100,10000,20200,0.0000,,2,0.0128,6,1.2825,,,0.75,4
3,2,2,100,100000,2000000,0.0000,0.0001,2,0.0023,1,16.9261,0.0029,0.4,0.75,4
2,8,2,400,1000,641600,0.0000,0.0002,9,0.0025,26,0.2169,0.0028,0.1,0.75,8
3,4,4,400,1000,128000800,0.0000,0.0002,4,0.0025,1,0.2020,0.0038,0.2,0.25,4
2,4,4,200,90150.0,120200,0.0000,0.0000,7,0.0010,0,17.4223,0.0014,1,0.25,2
1,4,4,100,300.0,400,0.0000,0.0000,3,0.0024,5,0.0653,0.0034,1,0.75,2
3,4,4,100,1000,1020100,0.0000,0.0000,8,0.0014,6,0.2110,0.0023,1,0.25,8
3,8,4,100,100000,5010200,0.0000,0.0001,5,0.0013,3,24.9614,0.0015,0.5,0.75,2
1,8,2,400,1000,3200,0.0000,,4,0.0036,12,0.1106,,,0.75,4
3,4,4,200,1000,8080200,0.0000,,7,0.0028,6,0.1169,,,0.5,8
2,8,8,200,100000,240400,0.0000,,7,0.0454,12,11.0768,,,0.25,2
1,8,8,400,2400.0,3200,0.0000,,1,0.0061,1,0.2794,,,0.5,2
3,8,2,200,1000,24160200,0.0000,0.0000,8,0.0013,23,0.2353,0.0022,1,0.5,4
1,8,8,200,1000,1600,0.0000,0.0000,5,0.0024,15,0.1832,0.0023,1,0.75,8
3,8,4,200,1000,24040800,0.0000,,6,0.0054,3,0.2388,,,0.75,2
3,4,8,200,10000,24000200,0.0000,,3,0.0175,1,1.6423,,,0.25,4
3,2,2,400,1000,64000400,0.0000,0.0000,5,0.0019,1,0.1114,0.0012,1,0.25,4
3,8,4,100,10000,4010300,0.0000,0.0001,6,0.0035,27,1.9552,0.0025,0.6,0.75,2
1,8,2,200,1000,1600,0.0000,,3,0.0056,12,0.1693,,,0.5,4
2,8,4,200,1000,81200,0.0000,,8,0.0033,8,0.1804,,,0.5,8
2,4,4,100,15150.0,20200,0.0000,0.0001,1,0.0014,6,3.3911,0.0579,0.8,0.75,4
2,4,4,200,1000,120200,0.0000,0.0000,0,0.0013,4,0.1875,0.0023,1,0.25,8
3,8,4,100,10000,3010400,0.0000,0.0001,3,0.0015,15,2.6444,0.0026,0.8,0.75,4
2,4,4,100,1000,40000,0.0000,0.0002,1,0.0026,4,0.1062,0.0015,0.2,0.25,8
3,8,4,200,1000,32040600,0.0000,0.0001,5,0.0011,12,0.1444,0.0016,0.3,0.75,8
3,8,4,200,10000,16120600,0.0000,0.0000,2,0.0012,27,2.0782,0.0021,1,0.25,2
1,8,8,200,1200.0,1600,0.0000,,1,0.0068,20,0.1939,,518.,0.5,8
3,8,2,200,100000,32120200,0.0000,0.0001,9,0.0018,28,26.6818,0.0026,0.3,0.75,2
2,8,4,400,100000,960800,0.0000,,1,0.0828,9,12.5445,,,0.5,8
3,4,8,200,10000,24040000,0.0000,0.0000,2,0.0010,1,1.3850,0.0013,1,0.5,4
1,8,4,400,2400.0,3200,0.0000,,1,0.0032,3,0.2025,,,0.5,8
3,8,4,200,10000,32120200,0.0000,0.0000,2,0.0010,15,1.3066,0.0012,1,0.5,4
2,8,4,100,45150.0,60200,0.0000,0.0000,1,0.0010,9,5.9149,0.0013,1,0.75,8
3,8,2,100,1000,4020200,0.0000,0.0000,0,0.0013,23,0.2365,0.0020,1,0.75,4
2,8,8,100,1000,40400,0.0000,0.0000,7,0.0012,1,0.1962,0.0022,1,0.5,2
3,8,4,200,100000,24120400,0.0000,0.0001,2,0.0016,3,24.3766,0.0026,0.3,0.5,2
3,8,4,200,1000,32040600,0.0000,0.0000,6,0.0013,27,0.2310,0.0022,1,0.5,2
2,4,4,200,10000,120200,0.0000,,2,0.0298,0,2.2939,,,0.75,2
3,8,4,100,10000,3010400,0.0000,0.0001,8,0.0010,15,1.5168,0.0015,0.5,0.25,4
1,8,8,200,1200.0,1600,0.0000,,0,0.0024,11,0.1155,,,0.75,4
1,8,8,400,2400.0,3200,0.0000,0.0002,6,0.0017,20,0.1935,0.0015,0.7,0.5,8
2,8,2,400,10000,960800,0.0000,0.0002,5,0.0017,27,1.2534,0.0015,0.2,0.75,2
3,8,4,400,10000,256640000,0.0000,0.0001,4,0.0018,12,2.0759,0.0015,0.4,0.75,8
3,8,2,100,100000,5020100,0.0000,0.0001,3,0.0026,28,16.2484,0.0016,0.2,0.75,2
2,4,4,100,22575.0,30100,0.0000,0.0000,0,0.0009,6,2.6388,0.0013,1,0.5,4
3,8,2,200,1000,24040800,0.0000,0.0000,2,0.0009,8,0.1036,0.0014,1,0.25,4
3,8,4,100,100000,1050200,0.0000,,3,41.7912,12,60.0002,,,0.5,8
1,4,2,400,1000,1600,0.0000,0.0000,2,0.0028,5,0.1355,0.0022,1,0.25,4
3,8,8,400,10000,256320800,0.0000,0.0000,1,0.0013,23,2.3340,0.0023,1,0.5,2
3,8,8,400,100000,384320000,0.0000,0.0001,3,0.0014,23,23.3903,0.0024,0.1,0.25,2
1,8,4,400,1000,3200,0.0000,,1,0.0058,3,0.1850,,,0.75,8
3,8,4,200,10000,32080400,0.0000,0.0000,8,0.0012,27,2.4133,0.0021,1,0.5,2
1,8,4,400,2400.0,3200,0.0000,,1,0.0077,3,0.4296,,,0.75,8
3,4,8,400,10000,192160000,0.0000,0.0000,7,0.0009,1,1.2248,0.0012,1,0.25,4
2,2,4,200,10000,80000,0.0001,0.0001,1,0.0016,0,1.5920,0.0025,0.2,0.5,2
3,8,2,200,10000,8160600,0.0000,0.0002,7,0.0027,15,2.1498,0.0025,0.5,0.5,4
1,8,4,200,1000,1600,0.0000,,6,0.0021,10,0.0975,,,0.75,8
3,8,4,400,100000,256320800,0.0000,0.0000,0,0.0010,1,14.5579,0.0012,1,0.5,8
3,4,4,200,1000,16080000,0.0000,0.0001,0,0.0010,6,0.1316,0.0013,0.8,0.75,8
2,4,4,200,10000,120200,0.0000,0.0001,8,0.0010,0,1.1482,0.0015,0.8,0.5,2
2,8,8,200,100000,160800,0.0000,0.0002,1,0.0016,4,32.5293,0.0027,0.1,0.75,8
3,8,4,200,100000,16120600,0.0000,0.0001,7,0.0024,27,39.8952,0.0023,0.1,0.75,2
2,8,8,100,1000,60200,0.0000,0.0001,9,0.0053,1,0.2826,0.0043,1,0.5,2
3,8,2,400,100000,256161200,0.0000,0.0001,5,0.0009,28,43.3439,0.0041,0.4,0.5,2
1,8,2,100,600.0,800,0.0000,,8,0.0042,6,0.1341,,,0.75,8
3,8,4,400,1000,128162000,0.0000,0.0002,5,0.0023,21,0.2712,0.0039,0.1,0.75,2
2,8,2,400,10000,960800,0.0000,0.0000,6,0.0013,27,1.3413,0.0011,1,0.5,2
3,4,4,100,10000,2020000,0.0000,0.0001,2,0.0018,1,3.6229,0.0028,0.2,0.25,4
2,8,2,100,1000,10700,0.0000,0.0001,9,0.0013,19,0.2323,0.0025,0.5,0.5,2
3,8,4,200,1000,24040800,0.0000,,3,0.0203,15,0.3734,,,0.5,4
1,8,2,200,1000,1600,0.0000,,8,59.6799,9,60.0003,,,0.5,4
3,8,2,200,100000,16080800,0.0000,0.0000,6,0.0017,22,34.6506,0.0023,1,0.25,2
3,8,4,400,10000,256640000,0.0000,0.0002,0,0.0027,21,3.8515,0.0041,0.8,0.75,2
3,8,2,100,1000,4010300,0.0001,0.0003,6,0.0026,8,0.4603,0.0084,0.8,0.75,4
1,8,4,400,2400.0,3200,0.0000,,5,0.0057,10,0.9445,,,0.75,8
1,8,8,100,600.0,800,0.0000,,5,59.8085,11,60.0002,,,0.25,4
3,8,2,100,10000,6000200,0.0000,0.0001,5,0.0009,15,1.4081,0.0014,0.4,0.25,4
3,8,2,200,1000,24120400,0.0000,0.0001,9,0.0010,8,0.1094,0.0012,0.4,0.5,4
2,8,4,200,100000,200600,0.0000,0.0000,9,0.0009,16,15.5074,0.0009,1,0.25,2
1,8,2,400,2400.0,3200,0.0000,,6,0.0034,6,0.2933,,,0.25,8
2,8,2,100,10000,40400,0.0000,0.0090,3,0.0312,17,2.2611,0.0146,0.6,0.75,4
2,8,4,100,30300.0,40400,0.0000,0.0000,2,0.0016,9,6.7249,0.0021,1,0.25,8
3,8,4,200,1000,40080200,0.0000,0.0000,7,0.0011,15,0.2085,0.0016,1,0.25,4
2,8,4,400,10000,801200,0.0000,0.0000,6,0.0009,16,2.5355,0.0016,1,0.25,2
3,4,8,200,100000,24000200,0.0000,,3,0.6625,1,21.2072,,,0.5,4
2,8,8,200,1000,160800,0.0000,0.0000,2,0.0009,20,0.1211,0.0013,1,0.25,8
2,8,8,100,10000,50300,0.0000,,3,0.0066,20,1.2067,,,0.25,8
3,8,8,200,1000,40080200,0.0000,,0,0.0027,17,0.1540,,,0.75,4
2,8,2,400,100000,801200,0.0000,0.0000,0,0.0009,27,15.1030,0.0012,1,0.5,2
2,8,2,100,1000,30500,0.0000,0.0001,4,0.0014,17,0.1857,0.0021,1,0.25,4
3,8,4,100,100000,4010300,0.0000,0.0001,3,0.0013,27,20.4371,0.0015,0.7,0.5,2
2,8,2,100,45150.0,60200,0.0000,0.0001,8,0.0019,27,9.4279,0.0016,0.6,0.75,2
2,8,2,200,100000,200600,0.0000,0.0000,2,0.0011,19,21.3511,0.0014,1,0.75,2
3,8,4,400,10000,256640000,0.0000,0.0000,0,0.0010,21,1.4161,0.0013,1,0.25,2
2,8,4,400,100000,801200,0.0000,0.0001,6,0.0014,16,19.4950,0.0026,0.2,0.5,2
1,8,2,100,600.0,800,0.0000,0.0000,3,0.0031,12,0.1050,0.0022,1,0.5,4
3,2,2,400,1000,64160000,0.0000,0.0000,8,0.0029,1,0.2368,0.0038,1,0.25,4
2,8,2,200,10000,160800,0.0000,0.0000,9,0.0013,26,1.9651,0.0022,1,0.25,8
3,8,2,400,100000,192480800,0.0000,0.0001,1,0.0014,8,19.7013,0.0026,0.3,0.75,4
1,8,4,100,600.0,800,0.0000,,6,0.0048,5,0.1029,,,0.5,2
2,8,2,400,10000,641600,0.0000,0.0001,5,0.0015,17,1.8708,0.0025,0.1,0.25,4
3,8,8,100,100000,4020200,0.0000,,9,0.0523,23,21.2749,,,0.5,2
2,8,8,100,1000,40400,0.0000,,0,0.0076,20,0.1400,,,0.75,8
2,8,4,200,100000,200600,0.0000,0.0001,6,0.0016,8,24.6628,0.0026,0.8,0.75,8
3,8,2,400,100000,192480800,0.0000,0.0001,2,0.0015,28,25.9208,0.0023,0.1,0.75,2
2,8,2,100,1000,30500,0.0000,0.0000,7,0.0028,27,0.2515,0.0026,1,0.75,2
1,8,4,200,1200.0,1600,0.0000,,9,0.0046,9,0.2302,,,0.75,4
1,8,4,100,600.0,800,0.0000,,8,0.0061,9,0.1296,,,0.75,4
3,4,8,400,10000,192160000,0.0000,0.0001,7,0.0015,1,1.6595,0.0019,0.7,0.75,4
3,8,4,400,10000,320160800,0.0000,0.0001,5,0.0014,3,1.5066,0.0015,0.2,0.5,2
1,8,2,400,1000,3200,0.0000,,1,0.0029,12,0.1069,,,0.75,4
3,8,4,100,100000,2050100,0.0000,,4,0.0941,3,26.6573,,,0.75,2
1,8,8,400,1000,3200,0.0000,,6,0.0032,22,0.1019,,,0.25,8
2,8,2,100,1000,50300,0.0000,0.0000,7,0.0027,26,0.2103,0.0024,1,0.25,8
3,8,8,400,1000,128481200,0.0000,0.0000,6,0.0016,17,0.2114,0.0023,1,0.25,4
2,8,2,100,10000,70100,0.0000,0.0001,5,0.0013,26,1.9670,0.0025,0.8,0.25,8
1,8,8,400,2400.0,3200,0.0000,,2,0.0082,5,0.4283,,,0.75,2
3,8,8,200,1000,24080600,0.0000,0.0001,1,0.0392,15,0.2666,0.0020,1,0.5,4
2,8,2,400,100000,641600,0.0000,0.0000,7,0.0016,17,22.5527,0.0023,1,0.5,4
3,8,4,100,1000,5020100,0.0000,0.0004,1,0.0103,3,0.2888,0.0030,0.55,0.75,2
2,8,8,400,10000,960800,0.0000,0.0000,7,0.0009,4,1.2510,0.0015,1,0.5,8
3,4,8,200,1000,16000400,0.0000,,6,0.0023,1,0.1515,,,0.75,4
3,4,4,200,1000,16000400,0.0000,0.0000,4,0.0013,1,0.1272,0.0012,1,0.25,4
2,8,8,400,100000,482000,0.0000,0.0000,1,0.0014,1,13.9389,0.0023,1,0.25,2
2,8,4,400,1000,482000,0.0000,0.0001,8,0.0015,9,0.2144,0.0025,0.2,0.75,8
2,8,8,100,10000,30500,0.0000,0.0001,1,0.0015,1,2.3938,0.0025,0.5,0.75,2
1,8,2,100,600.0,800,0.0000,,7,0.0029,6,0.1076,,,0.5,8
2,8,4,100,1000,50300,0.0000,0.0000,0,0.0024,16,0.2113,0.0023,1,0.25,2
1,8,4,200,1200.0,1600,0.0000,,7,0.0035,5,0.2008,,,0.5,2
3,8,2,100,10000,3020300,0.0000,0.0000,6,0.0014,15,2.3086,0.0024,1,0.25,4
1,8,8,200,1000,1600,0.0000,,1,0.0045,22,0.1665,,,0.5,8
1,8,8,200,1000,1600,0.0000,,7,0.0052,22,0.1834,,,0.75,8
2,8,4,200,100000,280200,0.0000,0.0001,4,0.0026,9,15.7281,0.0014,0.7,0.75,8
1,8,2,400,2400.0,3200,0.0000,0.0000,3,0.0017,6,0.2129,0.0013,1,0.5,8
3,8,2,400,1000,192321200,0.0000,0.0001,1,0.0010,28,0.1179,0.0014,0.7,0.25,2
3,2,2,200,10000,8000200,0.0000,0.0001,7,0.0015,1,2.9478,0.0026,0.7,0.75,4
1,8,8,200,1200.0,1600,0.0000,0.0000,9,0.0025,11,0.2217,0.0024,1,0.75,4
1,8,8,400,1000,3200,0.0000,,9,0.0041,22,0.1745,,,0.75,8
3,8,2,400,100000,128481200,0.0000,0.0000,0,0.0015,8,21.0978,0.0020,1,0.25,4
1,8,8,100,600.0,800,0.0000,,6,0.0022,15,0.0827,,,0.75,8
2,8,2,200,10000,160800,0.0000,,9,0.0026,17,1.3517,,,0.5,4
3,4,4,400,1000,128320000,0.0000,,1,0.0051,6,0.2394,,,0.25,8
1,2,8,400,600.0,800,0.0000,0.0003,5,0.0023,1,0.1103,0.0023,0.6,0.75,8
3,8,8,200,10000,40040400,0.0000,0.0001,4,0.0027,15,2.5969,0.0015,0.8,0.75,4
3,8,2,200,100000,16120600,0.0001,0.0001,4,0.0068,8,16.8020,0.0027,0.1,0.5,4
1,8,8,100,600.0,800,0.0000,0.0000,0,0.0022,15,0.1037,0.0021,1,0.75,8
3,4,4,200,1000,24000200,0.0000,0.0000,3,0.0012,1,0.2115,0.0020,1,0.25,4
3,8,2,400,100000,256161200,0.0000,0.0001,5,0.0015,28,27.3509,0.0026,0.6,0.75,2
3,8,4,400,1000,128800400,0.0000,0.0000,7,0.0041,3,0.1932,0.0021,1,0.25,2
3,2,2,200,10000,8040000,0.0000,0.0000,1,0.0014,1,2.5289,0.0023,1,0.5,4
3,8,2,400,10000,192480800,0.0000,0.0000,2,0.0013,28,2.3354,0.0022,1,0.5,2
3,8,2,200,1000,24040800,0.0000,0.0003,9,0.0029,23,0.2557,0.0031,0.3,0.75,4
1,8,8,200,1000,1600,0.0000,0.0000,2,0.0039,22,0.1707,0.0023,1,0.5,8
1,2,8,200,300.0,400,0.0000,,3,0.0057,1,0.0689,,,0.75,8
2,4,4,200,10000,80400,0.0000,0.0000,7,0.0012,4,2.0810,0.0023,1,0.25,8
2,2,4,100,15000.0,20000,0.0000,,3,0.1095,0,2.9883,,,0.5,2
3,4,4,100,10000,1010200,0.0000,0.0001,0,0.0017,1,2.8370,0.0029,0.5,0.75,4
2,8,2,100,45150.0,60200,0.0000,0.0000,8,0.0013,26,10.9708,0.0022,1,0.75,8
2,8,4,200,10000,200600,0.0000,0.0001,0,0.0015,8,2.1482,0.0025,0.4,0.5,8
1,8,4,100,600.0,800,0.0000,,3,0.0064,3,0.1040,,218.,0.5,8
2,8,2,200,100000,160800,0.0000,0.0000,9,0.0014,17,15.2992,0.0024,1,0.5,4
2,8,4,400,10000,801200,0.0000,0.0000,9,0.0030,16,2.2020,0.0022,1,0.5,2
3,8,2,200,10000,24120400,0.0000,0.0001,7,0.0013,8,2.7599,0.0025,0.7,0.75,4
2,4,4,100,15150.0,20200,0.0000,,6,0.0862,6,3.2784,,,0.5,4
2,8,8,100,10000,60200,0.0000,0.0001,7,0.0015,4,2.4040,0.0025,0.1,0.75,8
2,8,8,400,100000,960800,0.0000,,7,0.0894,12,19.0851,,,0.25,2
3,4,4,400,10000,64320400,0.0000,,8,57.8741,6,60.0016,,,0.25,8
3,4,4,100,1000,3000100,0.0000,0.0000,5,0.0030,6,0.2393,0.0021,1,0.25,8
1,8,4,100,600.0,800,0.0000,,3,0.0032,10,0.1054,,,0.5,8
3,8,2,100,1000,4010300,0.0000,0.0000,5,0.0014,28,0.2654,0.0022,1,0.75,2
2,8,8,200,10000,160800,0.0000,,0,0.0313,20,2.3636,,422.,0.75,8
3,8,8,200,10000,32000800,0.0000,0.0000,5,0.0013,15,2.3666,0.0019,1,0.25,4
2,4,4,100,1000,20200,0.0000,,9,0.0032,0,0.2224,,,0.5,2
1,8,4,400,2400.0,3200,0.0000,0.0000,1,0.0024,9,0.3500,0.0023,1,0.25,4
3,4,4,400,1000,64320400,0.0000,0.0000,8,0.0014,1,0.1724,0.0019,1,0.25,4
3,8,4,200,10000,32120200,0.0000,0.0000,9,0.0054,3,2.2338,0.0022,1,0.25,2
3,8,4,200,1000,32160000,0.0000,0.0001,4,0.0014,12,0.2554,0.0025,0.5,0.5,8
3,8,4,400,1000,256320800,0.0000,,8,0.0066,12,0.2243,,,0.25,8
1,8,8,200,1200.0,1600,0.0000,0.0001,9,0.0024,22,0.1785,0.0028,0.6,0.5,8
1,8,4,400,2400.0,3200,0.0000,0.0000,4,0.0026,3,0.3203,0.0023,1,0.25,8
3,4,4,100,10000,1010200,0.0000,0.0000,9,0.0012,6,2.2312,0.0020,1,0.25,8
2,8,2,200,1000,160800,0.0000,,8,0.0048,19,0.2309,,,0.75,2
1,4,4,400,1200.0,1600,0.0000,0.0002,5,0.0026,5,0.2500,0.0027,0.9,0.75,2
3,8,2,200,10000,16200200,0.0000,0.0000,5,0.0014,23,2.3350,0.0022,1,0.5,4
1,8,2,400,2400.0,3200,0.0000,,3,0.0047,9,0.3414,,,0.25,4
1,8,2,100,600.0,800,0.0000,,9,0.0066,6,0.1080,,,0.25,8
2,8,2,100,10000,70100,0.0000,0.0001,5,0.0015,26,2.4047,0.0024,0.5,0.75,8
3,8,8,200,10000,48040200,0.0000,0.0000,6,0.0015,23,2.7820,0.0021,1,0.75,2
2,8,8,100,60000.0,80000,0.0000,,6,0.0306,1,9.8813,,,0.25,2
3,8,2,100,1000,4030100,0.0000,0.0001,9,0.0008,28,0.1024,0.0025,0.9,0.25,2
2,8,8,200,100000,240400,0.0000,0.0001,1,0.0012,12,25.5277,0.0022,0.4,0.5,2
3,8,8,400,1000,192321200,0.0000,0.0005,7,0.0062,17,0.3571,0.0043,0.4,0.5,4
1,8,8,200,1200.0,1600,0.0000,,6,59.7952,20,60.0003,,,0.25,8
1,8,8,200,1000,1600,0.0000,,5,0.0180,11,0.2852,,,0.25,4
3,8,4,200,10000,8200400,0.0000,0.0001,3,0.0017,12,1.6210,0.0023,0.1,0.5,8
1,8,2,100,600.0,800,0.0000,0.0001,6,0.0039,6,0.1470,0.0035,1,0.25,8
3,8,2,400,1000,128481200,0.0000,0.0000,2,0.0026,15,0.2209,0.0025,1,0.25,4
3,8,2,100,100000,6000200,0.0000,0.0001,5,0.0020,15,34.0693,0.0027,0.2,0.75,4
1,8,8,400,2400.0,3200,0.0000,,1,0.0113,22,0.4290,,,0.5,8
1,8,8,200,1200.0,1600,0.0001,,5,0.0118,11,0.1925,,,0.5,4
1,8,8,200,1000,1600,0.0002,,7,0.0064,8,0.1939,,,0.5,8
2,8,2,400,10000,801200,0.0000,0.0000,4,0.0011,27,1.9644,0.0014,1,0.25,2
2,4,4,400,1000,640000,0.0000,0.0000,3,0.0011,4,0.3691,0.0013,1,0.75,8
2,8,2,200,100000,160800,0.0000,0.0017,8,0.0226,17,40.8098,0.0093,0.92,0.25,4
2,4,4,200,1000,80400,0.0000,,1,0.0092,6,0.4685,,,0.75,4
3,8,4,400,1000,256161200,0.0000,0.0000,1,0.0024,27,0.4269,0.0025,1,0.5,2
3,8,8,200,1000,24120400,0.0000,0.0002,5,0.0019,17,0.4221,0.0033,0.3,0.75,4
2,8,8,200,100000,240400,0.0000,0.0000,7,0.0012,4,23.5804,0.0019,1,0.5,8
1,8,4,400,2400.0,3200,0.0000,0.0000,5,0.0038,3,0.3933,0.0020,1,0.5,8
2,4,4,400,1000,480400,0.0000,0.0001,7,0.0014,6,0.1994,0.0022,0.6,0.75,4
