maximum.arity,number.of.predicates,number.of.variables,domain.size,number.of.facts,universe.size,Propagating evidence,Cycle breaking,instance,Grounding,number.of.independent.pairs,Total time,Compiling BDD,answer,proportion.probabilistic,maximum.number.of.nodes
2,4,4,100,15150.0,20200,0.0000,,9,0.2068,6,5.2592,,,0.5,4
2,8,2,200,100000,200600,0.0000,0.0001,6,0.0020,19,32.6238,0.0027,1,0.25,2
2,4,4,100,1000,40000,0.0000,,3,0.0033,6,0.2317,,,0.25,4
2,8,8,100,10000,30500,0.0000,,6,0.0096,4,3.7814,,,0.75,8
2,8,2,100,10000,40400,0.0000,0.0001,0,0.0018,26,4.1556,0.0043,0.5,0.75,8
2,8,4,100,37725.0,50300,0.0001,,4,0.0082,16,12.1276,,,0.25,2
3,8,2,100,10000,3010400,0.0000,0.0001,8,0.0021,28,4.9618,0.0041,0.6,0.75,2
3,8,4,100,10000,3010400,0.0001,0.0005,8,0.0134,15,3.9383,0.0045,0.442,0.5,4
3,8,4,200,100000,40040400,0.0000,0.0001,8,0.0023,1,48.8385,0.0044,0.9,0.75,8
1,8,8,200,1000,1600,0.0000,,0,0.0050,20,0.4336,,,0.75,8
3,4,8,100,10000,2010100,0.0000,0.0001,0,0.0044,1,4.0049,0.0031,1,0.5,4
1,8,4,400,1000,3200,0.0000,0.0001,5,0.0039,5,0.1926,0.0031,1,0.25,2
2,8,4,200,10000,160800,0.0000,0.0001,2,0.0018,9,2.9722,0.0024,1,0.25,8
2,4,4,400,1000,640000,0.0000,,0,0.0037,0,0.4074,,,0.25,2
2,2,4,200,1000,80000,0.0000,,8,0.0123,0,0.3765,,,0.25,2
1,8,4,400,1000,3200,0.0001,,0,0.0131,10,0.2197,,,0.5,8
2,8,8,100,1000,40400,0.0001,,3,0.0140,12,0.2879,,,0.5,2
2,8,2,100,10000,40400,0.0000,0.0000,9,0.0020,26,3.3338,0.0034,1,0.25,8
3,8,4,100,1000,3010400,0.0000,,6,0.0198,3,0.4541,,,0.25,2
2,8,2,200,90750.0,121000,0.0000,0.0000,4,0.0011,17,35.4950,0.0013,1,0.75,4
2,8,4,100,1000,40400,0.0000,,1,0.0184,16,0.4991,,,0.25,2
3,2,2,400,1000,64000400,0.0000,0.0001,9,0.0035,1,0.3272,0.0028,0.1,0.75,4
2,8,4,200,10000,240400,0.0000,0.0000,4,0.0019,8,1.7664,0.0025,1,0.25,8
2,4,4,200,30450.0,40600,0.0000,,8,0.3500,6,5.7889,,,0.25,4
3,8,2,100,10000,2030300,0.0000,0.0002,2,0.0015,15,1.3711,0.0012,0.9,0.75,4
3,8,2,100,100000,2020400,0.0000,0.0002,6,0.0029,22,40.7329,0.0028,0.7,0.75,2
2,2,4,200,60000.0,80000,0.0001,,3,0.1720,0,15.4022,,,0.25,2
3,4,4,200,1000,24000200,0.0001,0.0003,4,0.0028,6,0.2982,0.0061,1,0.25,8
2,8,2,200,10000,200600,0.0000,0.0001,0,0.0015,17,2.8886,0.0025,0.4,0.75,4
1,8,8,200,1200.0,1600,0.0000,,6,0.0036,15,0.2280,,,0.25,8
1,8,8,200,1000,1600,0.0000,,7,0.0058,1,0.2170,,,0.5,2
2,8,4,200,1000,160800,0.0001,,5,0.0073,16,0.2262,,,0.25,2
2,4,4,200,10000,120200,0.0000,0.0002,0,0.0028,4,3.0027,0.0026,0.7,0.75,8
3,8,8,100,10000,3020300,0.0000,0.0003,7,0.0025,17,3.0934,0.0094,0.1,0.5,4
2,8,8,100,1000,40400,0.0000,,3,0.0029,12,0.1828,,,0.75,2
1,4,4,400,1000,1600,0.0000,0.0001,3,0.0025,5,0.2372,0.0025,1,0.25,2
3,8,4,100,100000,3040100,0.0000,0.0001,0,0.0021,15,33.0515,0.0028,0.4,0.5,4
1,8,8,200,1000,1600,0.0000,,1,0.0057,1,0.2284,,,0.75,2
2,8,4,400,100000,482000,0.0000,0.0000,8,0.0016,9,23.4325,0.0025,1,0.25,8
3,8,8,400,10000,64960400,0.0000,,2,0.0084,17,2.5599,,,0.25,4
3,2,2,100,10000,1000100,0.0000,0.0001,5,0.0013,1,2.6623,0.0015,0.4,0.75,4
2,4,4,400,100000,320800,0.0000,0.0000,7,0.0013,4,25.8175,0.0015,1,0.25,8
2,8,8,200,1000,160800,0.0000,,4,0.0119,4,0.3015,,,0.75,8
2,4,4,400,1000,480400,0.0000,0.0001,0,0.0037,6,0.2904,0.0090,0.1,0.75,4
2,8,4,200,90750.0,121000,0.0000,0.0002,8,0.0019,9,22.9937,0.0030,0.5,0.75,8
2,8,2,100,37725.0,50300,0.0000,0.0001,2,0.0014,19,6.5067,0.0016,0.8,0.25,2
3,8,4,400,10000,192161600,0.0000,0.0000,3,0.0022,15,2.4934,0.0029,1,0.75,4
3,8,2,100,100000,3020300,0.0000,0.0000,3,0.0018,15,34.2863,0.0023,1,0.5,4
1,8,8,200,1000,1600,0.0000,,9,0.0072,5,0.3108,,,0.75,2
1,8,4,200,1200.0,1600,0.0000,,3,59.7536,9,60.0005,,,0.5,4
1,8,8,100,600.0,800,0.0000,,2,0.0048,15,0.1128,,,0.25,8
2,8,4,400,100000,641600,0.0000,,1,0.1683,16,27.2542,,,0.5,2
3,4,8,200,100000,8000600,0.0000,0.0001,9,0.0028,1,31.4980,0.0027,0.9,0.25,4
2,8,4,100,1000,70100,0.0000,0.0003,4,0.0017,9,0.2191,0.0082,0.4,0.75,8
1,8,8,400,1000,3200,0.0000,,9,0.0024,8,0.1635,,,0.75,8
1,8,8,100,600.0,800,0.0000,,8,0.0035,8,0.1218,,,0.75,8
2,2,4,400,100000,320000,0.0000,0.0001,1,0.0011,0,25.2266,0.0015,0.2,0.5,2
3,8,2,400,100000,320320400,0.0000,0.0001,7,0.0011,28,28.8816,0.0021,0.2,0.5,2
1,8,8,200,1200.0,1600,0.0000,0.1375,6,0.3588,11,60.0014,59.2735,,0.75,4
2,2,4,200,10000,40200,0.0000,0.0006,5,0.7222,0,2.4020,0.0030,1,0.25,2
3,4,8,100,100000,2010100,0.0000,,8,0.9998,1,29.2343,,,0.75,4
2,4,4,100,22575.0,30100,0.0000,0.0002,0,0.0021,4,4.0405,0.0033,0.1,0.25,8
2,8,4,200,100000,200600,0.0000,,9,31.5372,9,60.0002,,,0.75,8
1,8,4,400,2400.0,3200,0.0001,0.0007,5,2.5578,3,2.9840,0.0023,1,0.25,8
3,8,2,200,10000,8160600,0.0000,0.0001,7,0.0018,15,3.1361,0.0028,0.6,0.75,4
2,4,4,100,10000,30100,0.0000,,4,0.0687,4,1.8871,,,0.25,8
2,8,8,200,90750.0,121000,0.0000,0.0000,6,0.0022,12,18.7828,0.0022,1,0.25,2
2,8,8,100,10000,70100,0.0000,0.0000,8,0.0030,12,2.4630,0.0023,1,0.75,2
2,8,4,200,100000,200600,0.0000,0.0005,4,0.0048,16,24.7630,0.0031,0.615,0.5,2
1,8,8,200,1200.0,1600,0.0000,,3,0.0117,1,0.2726,,,0.75,2
1,8,8,400,1000,3200,0.0000,,1,0.0035,15,0.2317,,,0.75,8
3,8,2,100,100000,3030200,0.0000,0.0001,2,0.0017,28,28.7433,0.0027,0.8,0.25,2
2,8,8,400,1000,1280000,0.0000,,6,0.0053,1,0.3049,,,0.75,2
1,8,4,400,2400.0,3200,0.0000,,1,0.0141,5,0.4142,,,0.25,2
1,2,8,200,300.0,400,0.0000,,9,0.0034,1,0.0741,,,0.75,8
3,2,2,400,100000,128000000,0.0000,0.0002,2,0.0027,1,31.5956,0.0034,0.7,0.5,4
3,4,4,400,100000,64160800,0.0000,,0,0.0055,1,31.1035,,,0.75,4
3,8,4,100,10000,3020300,0.0000,0.0000,7,0.0016,1,2.9407,0.0022,1,0.5,8
3,2,2,100,10000,1010000,0.0000,0.0000,0,0.0011,1,1.8471,0.0018,1,0.25,4
1,8,8,200,1000,1600,0.0000,0.1263,0,0.2749,22,60.0007,59.4439,,0.75,8
3,8,8,400,1000,256001600,0.0000,0.0000,5,0.0024,15,0.2737,0.0021,1,0.5,4
3,8,4,200,100000,24160200,0.0000,0.0001,0,0.0018,15,35.1524,0.0026,0.4,0.75,4
2,8,8,100,45150.0,60200,0.0000,0.0000,7,0.0015,12,11.6474,0.0019,1,0.75,2
2,4,4,200,10000,80400,0.0000,0.0000,9,0.0010,6,1.9973,0.0015,1,0.25,4
2,8,2,200,1000,200600,0.0000,0.0002,9,0.0020,27,0.1634,0.0016,0.3,0.5,2
3,8,4,200,100000,32080400,0.0000,0.0001,1,0.0019,21,28.5673,0.0019,0.8,0.5,2
3,4,8,400,1000,128160400,0.0000,0.4852,0,0.5064,1,60.0007,58.8129,,0.25,4
3,8,4,400,10000,320160800,0.0000,0.0001,8,0.0016,1,3.8827,0.0027,0.6,0.75,8
2,8,2,100,1000,30500,0.0000,0.0000,1,0.0015,26,0.2371,0.0025,1,0.25,8
3,8,4,200,10000,32040600,0.0001,,1,0.0155,27,3.2615,,,0.5,2
2,8,8,200,1000,200600,0.0001,0.0000,3,0.0011,20,0.2196,0.0015,1,0.75,8
3,8,8,400,1000,192161600,0.0000,0.0001,9,0.0017,17,0.3438,0.0036,0.7,0.75,4
3,8,2,200,1000,32000800,0.0001,0.0002,8,0.0032,22,0.3927,0.0040,0.9,0.75,2
1,8,8,200,1000,1600,0.0001,,4,0.0128,20,0.2510,,,0.25,8
3,8,2,200,1000,24080600,0.0000,0.0001,6,0.0020,15,0.5616,0.0031,0.9,0.75,4
3,8,8,100,1000,6020000,0.0000,0.0001,3,0.0019,23,0.3394,0.0060,1,0.25,2
2,2,4,200,10000,40200,0.0000,0.0001,6,0.0024,0,2.9908,0.0065,1,0.5,2
3,8,4,200,1000,16160400,0.0002,,9,0.0064,12,0.1753,,,0.25,8
3,8,2,100,100000,5030000,0.0000,0.0001,2,0.0016,23,32.5348,0.0072,0.1,0.25,4
1,8,8,200,1200.0,1600,0.0000,0.0004,1,0.0115,22,0.4024,0.0030,0.2,0.75,8
3,4,4,200,10000,24000200,0.0000,0.0000,4,0.0014,6,6.7144,0.0022,1,0.25,8
3,4,4,200,1000,8040400,0.0000,0.0000,9,0.0015,6,0.1825,0.0014,1,0.25,8
1,8,2,200,1200.0,1600,0.0000,,6,0.0065,6,0.2457,,,0.75,8
2,4,4,400,100000,640000,0.0000,0.0000,3,0.0011,4,12.5393,0.0012,1,0.25,8
1,8,8,200,1200.0,1600,0.0000,,7,0.0026,1,0.0856,,,0.5,2
2,8,8,400,100000,1280000,0.0000,,6,0.0439,1,16.5907,,,0.5,2
2,2,4,100,15000.0,20000,0.0000,,3,0.1018,0,3.6650,,,0.75,2
1,8,2,100,600.0,800,0.0000,0.0006,9,0.0059,9,0.1196,0.0036,0.526,0.75,4
3,8,8,100,100000,5010200,0.0000,,7,0.1981,15,38.3895,,,0.75,4
2,8,2,200,1000,160800,0.0000,0.0000,5,0.0030,17,0.1505,0.0018,1,0.25,4
1,8,8,400,1000,3200,0.0000,,2,0.0062,5,0.1782,,,0.25,2
3,8,4,400,100000,192321200,0.0000,0.0000,7,0.0012,1,24.0828,0.0013,1,0.25,8
3,8,8,400,100000,320480000,0.0002,0.0001,2,0.0055,23,25.0128,0.0037,1,0.5,2
3,4,8,200,10000,16040200,0.0000,,1,0.1104,1,2.4520,,,0.75,4
3,8,2,200,1000,32040600,0.0000,0.0002,8,0.0022,15,0.1965,0.0015,0.3,0.5,4
2,8,8,100,37725.0,50300,0.0001,,5,0.1000,20,6.9086,,,0.5,8
3,8,4,400,10000,192480800,0.0000,0.0002,0,0.0019,12,3.1655,0.0085,0.2,0.75,8
2,4,4,100,15150.0,20200,0.0002,0.0001,1,0.0038,0,4.1655,0.0066,1,0.5,2
2,8,2,100,37725.0,50300,0.0000,0.0000,7,0.0016,26,9.4014,0.0026,1,0.5,8
3,8,2,400,1000,256320800,0.0000,0.0001,0,0.0028,23,0.2346,0.0028,1,0.5,4
3,8,2,200,10000,32000800,0.0000,0.0000,8,0.0010,22,1.8785,0.0014,1,0.25,2
2,8,2,400,100000,1120400,0.0000,0.0000,5,0.0014,26,21.7948,0.0018,1,0.25,8
3,8,8,100,1000,3020300,0.0000,0.0000,1,0.0009,15,0.1183,0.0012,1,0.25,4
2,8,8,100,37725.0,50300,0.0000,0.0001,2,0.0009,4,5.8505,0.0011,0.4,0.75,8
3,8,4,400,1000,128321600,0.0000,0.0000,2,0.0031,12,0.0976,0.0012,1,0.5,8
3,8,8,100,10000,5010200,0.0000,,7,0.0090,15,1.2831,,,0.75,4
2,8,2,400,100000,482000,0.0000,0.0000,7,0.0020,27,22.1556,0.0034,1,0.25,2
1,8,4,100,600.0,800,0.0000,,4,0.0817,3,0.1695,,,0.5,8
2,8,2,200,10000,121000,0.0000,0.0001,0,0.0020,19,1.8583,0.0033,1,0.5,2
2,8,4,100,15450.0,20600,0.0000,,0,0.0333,9,2.8282,,,0.25,8
2,8,2,100,10000,50300,0.0000,0.0000,2,0.0009,17,1.0366,0.0013,1,0.25,4
2,4,4,200,1000,160000,0.0000,0.0000,3,0.0010,4,0.1273,0.0012,1,0.75,8
3,8,8,400,1000,128640800,0.0000,0.0000,8,0.0039,17,0.2541,0.0021,1,0.75,4
3,8,4,100,10000,2050100,0.0000,0.0000,4,0.0012,3,2.2672,0.0021,1,0.5,2
1,8,4,200,1000,1600,0.0000,,5,0.4782,5,0.6224,,,0.5,2
1,8,8,200,1200.0,1600,0.0000,,7,0.0053,1,0.2194,,,0.75,2
3,8,8,400,1000,256320800,0.0000,0.0001,9,0.0014,23,0.2108,0.0026,0.6,0.25,2
2,4,4,200,60300.0,80400,0.0000,,6,0.4397,6,12.5545,,,0.5,4
3,8,2,100,1000,3030200,0.0000,0.0000,2,0.0014,28,0.2115,0.0023,1,0.25,2
3,8,4,100,10000,3000500,0.0000,0.0001,9,0.0015,1,2.7194,0.0027,0.5,0.75,8
3,8,4,100,1000,4020200,0.0000,0.0303,1,0.0853,21,60.0003,59.7459,,0.75,2
3,4,8,100,10000,3000100,0.0000,,3,0.0320,1,2.6311,,,0.5,4
1,8,2,200,1200.0,1600,0.0000,,0,0.0049,9,0.1547,,,0.25,4
2,8,8,100,1000,40400,0.0000,0.0001,1,0.0017,4,0.1008,0.0015,0.6,0.25,8
2,8,8,100,1000,60200,0.0000,0.0000,8,0.0009,1,0.1143,0.0012,1,0.5,2
3,8,4,100,1000,3020300,0.0000,0.0000,6,0.0026,21,0.1117,0.0011,1,0.25,2
2,4,4,400,10000,320800,0.0000,0.0001,9,0.0012,0,1.7289,0.0014,0.8,0.75,2
1,8,8,400,2400.0,3200,0.0000,,4,0.0052,1,0.2321,,,0.75,2
3,8,2,200,100000,32040600,0.0000,0.0000,6,0.0011,8,16.4420,0.0013,1,0.75,4
3,8,2,100,100000,3020300,0.0000,0.0003,4,0.0029,23,15.8337,0.0018,0.328,0.75,4
2,8,4,100,45150.0,60200,0.0000,0.0000,4,0.0017,8,6.0205,0.0013,1,0.75,8
2,8,2,400,100000,482000,0.0000,0.0000,1,0.0013,26,14.1508,0.0020,1,0.25,8
1,2,8,100,150.0,200,0.0000,,6,0.0030,1,0.0324,,,0.75,8
3,8,8,100,10000,4010300,0.0000,,3,0.0394,17,2.4251,,,0.5,4
1,8,2,200,1000,1600,0.0000,0.0004,1,0.3008,6,0.4434,0.0022,1,0.25,8
3,8,4,200,100000,32040600,0.0000,0.0000,6,0.0012,27,13.5742,0.0014,1,0.25,2
1,4,2,100,300.0,400,0.0000,,1,0.0040,5,0.0341,,,0.5,4
3,8,4,200,10000,40040400,0.0000,0.0000,5,0.0011,3,1.2535,0.0013,1,0.25,2
3,4,4,400,1000,64160800,0.0000,,0,0.0030,1,0.1110,,,0.5,4
1,8,2,100,600.0,800,0.0000,,2,0.0035,9,0.0563,,,0.25,4
1,8,8,200,1200.0,1600,0.0000,,5,0.0029,8,0.0942,,,0.25,8
3,4,4,100,10000,3000100,0.0000,0.0000,2,0.0020,6,1.2700,0.0013,1,0.25,8
1,8,8,400,1000,3200,0.0000,,2,0.0026,1,0.0875,,,0.5,2
3,8,4,400,1000,256161200,0.0000,0.0000,1,0.0027,27,0.1113,0.0013,1,0.25,2
2,2,4,400,100000,160400,0.0000,0.0001,0,0.0015,0,20.0435,0.0040,0.6,0.75,2
3,8,8,200,1000,40040400,0.0000,,4,0.0038,23,0.2237,,,0.25,2
2,8,2,100,10000,70100,0.0000,0.0001,3,0.0014,26,2.0518,0.0026,0.7,0.5,8
2,8,8,200,100000,160800,0.0000,0.0002,1,0.3216,4,19.4334,0.0021,1,0.25,8
1,8,8,400,1000,3200,0.0000,,9,0.0037,22,0.1638,,,0.5,8
1,4,2,100,300.0,400,0.0000,,6,0.0032,5,0.0483,,,0.25,4
3,8,8,200,100000,48080000,0.0000,0.0001,3,0.0015,23,22.6160,0.0025,0.4,0.25,2
2,8,8,400,1000,1280000,0.0000,0.0001,8,0.0025,4,0.2072,0.0023,0.2,0.75,8
3,8,4,400,1000,320320400,0.0000,0.0001,1,0.0014,3,0.2013,0.0026,0.9,0.25,2
3,8,2,200,10000,16120600,0.0000,0.0000,4,0.0013,8,1.8771,0.0021,1,0.25,4
1,8,2,200,1200.0,1600,0.0000,0.0002,6,0.0017,12,0.1182,0.0015,0.5,0.75,4
2,8,8,100,10000,60200,0.0000,57.7261,6,1.0084,20,60.0002,,,0.75,8
2,8,8,200,60900.0,81200,0.0000,,9,0.0848,20,6.5877,,,0.25,8
2,4,4,100,1000,30100,0.0000,0.0002,7,0.1092,0,0.2108,0.0013,1,0.25,2
3,8,4,200,100000,8120800,0.0000,0.0000,4,0.0010,27,12.6495,0.0013,1,0.25,2
3,8,2,400,100000,192321200,0.0000,0.0001,8,0.0019,8,42.9783,0.0027,0.2,0.75,4
1,8,8,200,1000,1600,0.0000,,6,0.0039,15,0.1950,,,0.25,8
3,8,2,400,10000,320480000,0.0001,0.0000,2,0.0120,23,3.9253,0.0025,1,0.75,4
2,8,2,200,100000,200600,0.0000,0.0000,2,0.0025,27,30.9927,0.0025,1,0.5,2
2,8,4,200,1000,240400,0.0000,,4,0.0228,8,0.2570,,,0.25,8
2,8,4,400,1000,641600,0.0000,0.0004,3,0.0041,16,0.2554,0.0029,0.1,0.25,2
3,8,4,200,100000,40080200,0.0000,0.0001,7,0.0013,15,38.7934,0.0017,0.6,0.25,4
1,8,2,400,2400.0,3200,0.0000,,5,0.0057,6,0.4844,,,0.5,8
2,8,8,100,1000,30500,0.0000,0.0001,9,0.0015,12,0.3056,0.0055,0.1,0.75,2
2,8,2,100,1000,50300,0.0002,0.0001,6,0.0042,19,0.2376,0.0052,0.8,0.75,2
3,8,8,200,1000,24080600,0.0000,,1,0.0054,17,0.2851,,,0.25,4
3,8,8,400,1000,320480000,0.0000,0.0000,2,0.0026,23,0.2229,0.0018,1,0.25,2
3,4,4,200,100000,8040400,0.0000,0.0001,9,0.0026,6,32.0016,0.0023,0.7,0.5,8
2,8,2,400,10000,482000,0.0000,0.0001,6,0.0015,17,2.1750,0.0027,0.7,0.5,4
3,8,2,100,10000,5030000,0.0000,0.0000,2,0.0013,23,2.6542,0.0022,1,0.25,4
3,8,2,100,100000,2020400,0.0001,0.0002,3,0.0302,22,35.2616,0.0151,0.7,0.75,2
2,4,4,200,90150.0,120200,0.0000,0.0000,8,0.0136,0,21.8023,0.0031,1,0.25,2
3,8,8,400,10000,192321200,0.0000,0.0001,7,0.0013,17,3.9116,0.0016,0.8,0.5,4
3,8,2,200,1000,40080200,0.0000,0.0001,7,0.0011,28,0.2509,0.0017,0.3,0.5,2
2,8,8,100,1000,40400,0.0000,0.0000,4,0.0013,20,0.2757,0.0017,1,0.5,8
1,8,4,100,600.0,800,0.0000,0.0002,8,0.0037,5,0.1664,0.0028,0.28,0.5,2
3,8,8,100,100000,4020200,0.0001,0.0001,1,0.0058,23,28.2885,0.0074,1,0.25,2
3,8,4,200,1000,32040600,0.0000,0.0003,1,0.0168,27,0.4503,0.0081,1,0.25,2
2,8,8,100,37725.0,50300,0.0000,0.0000,2,0.0014,1,7.9530,0.0019,1,0.5,2
3,8,2,400,10000,192321200,0.0001,0.0001,8,0.0018,8,1.6947,0.0033,0.1,0.5,4
2,8,2,100,10000,70100,0.0000,0.0000,5,0.0012,26,2.6620,0.0023,1,0.5,8
3,8,8,400,100000,192321200,0.0000,0.0002,1,0.0027,17,26.8612,0.0025,0.92,0.5,4
1,8,4,400,2400.0,3200,0.0000,0.0018,8,1.8404,5,2.1925,0.0038,0.1,0.75,2
2,8,2,100,10000,50300,0.0000,0.0001,7,0.0030,26,2.1379,0.0026,0.1,0.75,8
3,8,4,400,10000,64800800,0.0000,0.0000,3,0.0010,12,1.2567,0.0019,1,0.5,8
2,8,4,100,1000,40400,0.0000,,1,0.0042,16,0.1580,,,0.75,2
3,8,8,400,1000,256320800,0.0000,0.0000,1,0.0009,23,0.1630,0.0016,1,0.25,2
3,8,2,400,100000,320160800,0.0000,0.0001,0,0.0009,22,16.3723,0.0012,0.2,0.5,2
3,8,4,200,1000,32080400,0.0000,0.0000,1,0.0007,12,0.0825,0.0009,1,0.25,8
2,8,2,200,1000,160800,0.0000,0.0001,9,0.0014,26,0.0824,0.0013,0.7,0.5,8
2,2,4,100,15000.0,20000,0.0000,,3,0.0217,0,1.5051,,,0.25,2
2,8,8,400,1000,960800,0.0000,0.0002,1,0.0017,12,0.1259,0.0016,0.1,0.75,2
1,8,8,200,1200.0,1600,0.0000,0.0000,8,0.0016,15,0.1014,0.0012,1,0.5,8
3,8,8,400,1000,256161200,0.0000,,8,0.0030,23,0.1202,,,0.5,2
1,8,4,200,1200.0,1600,0.0000,,7,0.0064,9,0.1095,,,0.5,4
2,8,4,400,10000,482000,0.0000,,2,0.0119,8,1.0940,,,0.5,8
2,4,4,200,1000,120200,0.0000,0.0829,7,0.2114,0,60.0002,59.5950,,0.5,2
3,4,4,400,1000,192000400,0.0000,0.0000,5,0.0029,6,0.2665,0.0023,1,0.75,8
3,8,8,100,10000,2030300,0.0000,,6,0.0134,17,2.0129,,,0.25,4
3,2,2,400,1000,64160000,0.0000,0.0001,6,0.0009,1,0.1766,0.0015,0.7,0.75,4
3,8,2,400,10000,128800400,0.0000,0.0000,5,0.0009,23,1.3266,0.0019,1,0.75,4
1,8,4,400,2400.0,3200,0.0000,,3,0.0025,10,0.2169,,,0.75,8
3,8,4,400,100000,128481200,0.0000,0.0001,1,0.0017,1,25.3977,0.0025,0.2,0.75,8
3,4,8,200,10000,24040000,0.0000,0.0001,7,0.0014,1,2.5091,0.0027,0.5,0.5,4
1,8,8,200,1000,1600,0.0000,,5,0.0033,8,0.1568,,,0.5,8
1,8,8,200,1200.0,1600,0.0000,0.0002,8,0.0017,20,0.1039,0.0015,0.6,0.5,8
3,4,8,100,10000,1000300,0.0000,0.0000,9,0.0012,1,1.4731,0.0013,1,0.75,4
2,8,8,400,10000,482000,0.0000,0.0001,6,0.0013,4,1.6628,0.0025,0.4,0.75,8
1,8,8,100,600.0,800,0.0000,0.0005,6,0.2231,5,0.3381,0.0029,0.368,0.75,2
3,8,4,200,100000,40040400,0.0000,0.0000,8,0.0014,1,22.6362,0.0021,1,0.25,8
3,4,4,400,10000,64320400,0.0000,,8,0.0164,6,2.1122,,,0.5,8
2,8,8,200,100000,240400,0.0000,,3,0.2112,4,19.8883,,,0.25,8
1,8,8,400,2400.0,3200,0.0000,,0,0.0041,5,0.4333,,,0.75,2
2,4,4,400,1000,640000,0.0000,0.0000,1,0.0039,4,0.1890,0.0023,1,0.25,8
3,8,8,100,10000,4020200,0.0000,,1,0.0208,23,2.1892,,,0.25,2
2,8,2,400,100000,801200,0.0000,0.0000,2,0.0042,27,21.5714,0.0023,1,0.5,2
1,8,8,400,2400.0,3200,0.0000,,3,0.0050,5,0.3809,,,0.5,2
2,8,4,100,10000,40400,0.0000,0.0001,2,0.0014,9,2.0624,0.0026,0.7,0.5,8
3,4,8,400,100000,128160400,0.0000,0.0001,0,0.0015,1,25.3050,0.0025,0.8,0.75,4
2,8,2,200,10000,200600,0.0000,0.0000,2,0.0015,17,2.4231,0.0023,1,0.75,4
3,8,4,100,100000,5020100,0.0000,0.0000,1,0.0013,3,19.9425,0.0012,1,0.5,2
3,8,8,200,10000,48040200,0.0000,,6,0.0049,23,1.4256,,,0.5,2
2,4,4,100,10000,20200,0.0000,0.0001,1,0.0013,6,1.3830,0.0017,0.5,0.5,4
2,8,4,400,10000,641600,0.0000,0.0000,7,0.0067,9,0.9861,0.0031,1,0.25,8
2,8,8,100,1000,50300,0.0000,,1,0.0021,20,0.0998,,,0.25,8
3,8,4,400,10000,128640800,0.0000,0.0002,9,0.0026,12,1.3731,0.0016,0.9,0.75,8
3,4,4,200,10000,16080000,0.0000,0.0001,0,0.0010,6,1.4560,0.0026,0.9,0.75,8
2,4,4,400,1000,320800,0.0000,0.0002,5,0.0027,0,0.1078,0.0018,0.9,0.5,2
3,8,8,400,100000,192161600,0.0000,0.0000,9,0.0011,17,16.4525,0.0013,1,0.25,4
1,8,8,400,2400.0,3200,0.0000,,2,0.0025,22,0.1810,,,0.25,8
1,8,4,100,600.0,800,0.0000,,2,0.0026,5,0.0642,,,0.75,2
1,4,4,200,600.0,800,0.0000,,0,0.0026,5,0.0574,,,0.5,2
3,8,2,100,100000,6020000,0.0000,0.0000,6,0.0016,28,21.1690,0.0022,1,0.75,2
3,2,2,400,1000,64000400,0.0000,0.0001,5,0.0019,1,0.1684,0.0014,0.2,0.75,4
2,8,4,200,10000,200600,0.0000,,6,0.0088,8,1.1318,,,0.5,8
3,8,8,400,1000,256480400,0.0000,,0,0.0034,15,0.1358,,,0.75,4
2,8,4,400,1000,482000,0.0000,0.0001,8,0.0010,9,0.1036,0.0014,0.3,0.5,8
3,8,8,400,100000,256001600,0.0000,,5,0.3674,15,19.0044,,,0.75,4
3,8,4,100,100000,1000700,0.0000,0.0000,6,0.0029,1,16.7608,0.0017,1,0.5,8
3,8,4,100,100000,4020200,0.0000,0.0003,3,0.0035,3,26.3162,0.0062,0.6,0.75,2
3,8,2,400,100000,320480000,0.0000,0.0001,2,0.0014,23,27.3289,0.0027,0.2,0.75,4
3,8,2,400,100000,192321200,0.0000,0.0001,4,0.0016,23,19.5389,0.0024,0.2,0.25,4
3,8,2,400,100000,128481200,0.0000,0.0001,4,0.0011,8,13.7384,0.0014,0.1,0.25,4
2,8,2,400,100000,482000,0.0000,0.0001,4,0.0036,17,19.2356,0.0025,0.2,0.5,4
3,8,8,400,1000,192480800,0.0000,0.0001,5,0.0014,23,0.2072,0.0026,0.9,0.5,2
2,8,2,200,100000,160800,0.0000,0.0000,0,0.0014,26,20.0899,0.0022,1,0.25,8
3,8,4,200,1000,32120200,0.0000,0.0000,2,0.0013,15,0.2104,0.0022,1,0.25,4
3,4,4,100,1000,1010200,0.0000,0.0000,9,0.0013,6,0.2699,0.0022,1,0.75,8
2,8,8,400,10000,1280000,0.0000,,8,0.0258,4,1.9305,,,0.25,8
3,8,4,200,10000,24001000,0.0000,0.0000,9,0.0016,1,2.2620,0.0022,1,0.25,8
1,8,2,200,1200.0,1600,0.0000,,6,0.0032,12,0.1909,,,0.5,4
1,8,4,200,1000,1600,0.0000,,4,0.0032,5,0.1613,,,0.5,2
2,8,8,100,22875.0,30500,0.0000,,6,0.0034,12,4.2201,,,0.25,2
3,4,4,100,10000,1030000,0.0000,0.0000,6,0.0014,1,2.2114,0.0021,1,0.5,4
2,8,4,100,1000,30500,0.0000,0.0001,9,0.0013,8,0.2237,0.0023,0.7,0.75,8
3,8,4,100,10000,3020300,0.0000,0.0000,7,0.0014,1,2.2023,0.0023,1,0.25,8
2,8,2,400,10000,960800,0.0000,0.0000,4,0.0013,26,2.0329,0.0022,1,0.5,8
